FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,borne_fontaine_organisme,geometry
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-a1,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,TDE,POINT (1.6059400000000001 6.380478333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-a0,Kara,Kozah,Kozah 1,Commune De Kara,TDE,POINT (1.1886533333333331 9.543638333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-9f,Kara,Kozah,Kozah 1,Commune De Kara,TDE,POINT (1.1923199999999994 9.539684999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-9e,Kara,Kozah,Kozah 1,Commune De Kara,TDE,POINT (1.1930949999999996 9.538963333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-9d,Kara,Kozah,Kozah 1,Commune De Kara,TDE,POINT (1.18578 9.543056666666672)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-9c,Kara,Kozah,Kozah 1,Commune De Kara,TDE,POINT (1.1674266666666655 9.553614999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-9b,Plateaux,Haho,Haho 1,Notsé,TDE,POINT (1.1616233333333332 6.944908333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-9a,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.319755 9.772748333333336)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-99,Plateaux,Haho,Haho 1,Notsé,TDE,POINT (1.1841716666666637 6.946565000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-98,Maritime,Vo,Vo 1,Vo-Koutimé,TDE,POINT (1.6002716666666663 6.374678333333331)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-97,Maritime,Vo,Vo 1,Vo-Koutimé,TDE,POINT (1.6037783333333329 6.376650000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-96,Maritime,Vo,Vo 1,Vo-Koutimé,TDE,POINT (1.6009133333333334 6.3762799999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-95,Maritime,Vo,Vo 1,Vo-Koutimé,TDE,POINT (1.602438333333333 6.379046666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-94,Maritime,Vo,Vo 1,Vo-Koutimé,TDE,POINT (1.5998716666666668 6.38038)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-93,Maritime,Vo,Vo 3,Dzrékpo,TDE,POINT (1.5678449999999993 6.456406666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-92,Maritime,Vo,Vo 3,Dzrékpo,TDE,POINT (1.5648916666666666 6.458064999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-91,Maritime,Vo,Vo 3,Dzrékpo,TDE,POINT (1.5669833333333336 6.454550000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-90,Maritime,Vo,Vo 3,Dzrékpo,TDE,POINT (1.5689999999999995 6.455971666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-8f,Maritime,Zio,Zio 1,Dalavé,TDE,POINT (1.2362150000000005 6.384674999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-8e,Maritime,Zio,Zio 1,Dalavé,TDE,POINT (1.2366083333333329 6.383171666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-8d,Maritime,Golfe,Golfe 2,Bè-Centre,TDE,POINT (1.266733333333333 6.197628333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-8c,Maritime,Golfe,Golfe 1,Bè-Est,TDE,POINT (1.261745 6.202884999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-8b,Maritime,Golfe,Golfe 2,Bè-Centre,TDE,POINT (1.2662383333333338 6.190956666666662)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-8a,Kara,Dankpen,Dankpen 1,Guérin-Kouka,TDE,POINT (0.6099549999999996 9.682536666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-89,Kara,Dankpen,Dankpen 1,Guérin-Kouka,TDE,POINT (0.610595000000002 9.680366666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-88,Kara,Dankpen,Dankpen 1,Guérin-Kouka,TDE,POINT (0.6085266666666662 9.687729999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-87,Kara,Dankpen,Dankpen 1,Guérin-Kouka,TDE,POINT (0.6130616666666653 9.69098166666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-86,Kara,Dankpen,Dankpen 1,Guérin-Kouka,TDE,POINT (0.6090866666666668 9.685391666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-85,Savanes,Oti-Sud,Oti-Sud 1,Gando,TDE,POINT (0.7511616666666667 10.330516666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-84,Savanes,Oti-Sud,Oti-Sud 1,Gando,TDE,POINT (0.745533333333335 10.327114999999996)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-83,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,TDE,POINT (1.2232933333333336 6.264713333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-82,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,TDE,POINT (1.224828333333334 6.262819999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-81,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,TDE,POINT (1.2245166666666665 6.263260000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-80,Centrale,Blitta,Blitta 1,Blitta-Village,TDE,POINT (1.0100183333333337 8.343415)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-7f,Maritime,Yoto,Yoto 2,Zafi,TDE,POINT (1.3753766666666682 6.623945)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-7e,Maritime,Yoto,Yoto 2,Zafi,TDE,POINT (1.3726199999999993 6.624645)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-7d,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6487583333333325 6.895631666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-7c,Plateaux,Ogou,Ogou 2,Datcha,TDE,POINT (1.1601916666666667 7.427138333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-7b,Plateaux,Ogou,Ogou 2,Datcha,TDE,POINT (1.1654999999999973 7.427339999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-7a,Plateaux,Ogou,Ogou 2,Datcha,TDE,POINT (1.160876666666669 7.4476899999999935)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-79,Plateaux,Ogou,Ogou 2,Datcha,TDE,POINT (1.1621766666666682 7.446573333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-78,Plateaux,Ogou,Ogou 2,Datcha,TDE,POINT (1.1613016666666716 7.4413783333333345)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-77,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6402516666666695 6.905086666666663)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-76,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Nsp,POINT (0.6285649999999995 6.895653333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-75,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6409816666666676 6.904870000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-74,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6309266666666674 6.895646666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-73,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,TDE,POINT (1.2097033333333336 6.221156666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-72,Maritime,Lacs,Lacs 4,Fiata,TDE,POINT (1.6379316666666663 6.325330000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-71,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,TDE,POINT (0.2068266666666668 10.695826666666672)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-70,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,TDE,POINT (0.2059333333333337 10.69892)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-6f,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,TDE,POINT (0.2079066666666688 10.70127666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-6e,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,TDE,POINT (0.2103266666666664 10.705990000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-6d,Maritime,Avé,Avé 2,Badja,TDE,POINT (0.9907533333333326 6.38825333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-6c,Maritime,Avé,Avé 2,Badja,TDE,POINT (0.9892616666666656 6.389913333333338)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-6b,Maritime,Avé,Avé 2,Badja,TDE,POINT (0.989226666666664 6.388836666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-6a,Savanes,Oti,Oti 1,Mango,TDE,POINT (0.483645 10.363715000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-69,Savanes,Oti,Oti 1,Mango,TDE,POINT (0.4729016666666676 10.360125)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-68,Savanes,Oti,Oti 1,Mango,TDE,POINT (0.4733250000000008 10.359289999999993)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-67,Savanes,Oti,Oti 1,Mango,TDE,POINT (0.4718783333333306 10.359533333333328)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-66,Savanes,Oti,Oti 1,Mango,TDE,POINT (0.4732383333333333 10.358493333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-65,Savanes,Oti,Oti 1,Mango,TDE,POINT (0.4754183333333364 10.356508333333336)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-64,Savanes,Oti,Oti 1,Mango,TDE,POINT (0.4754983333333335 10.35868833333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-63,Savanes,Oti,Oti 1,Mango,TDE,POINT (0.4761499999999996 10.356893333333344)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-62,Maritime,Avé,Avé 2,Noépé,Hydraulique villageoise,POINT (1.035191666666669 6.268148333333329)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-61,Maritime,Avé,Avé 2,Noépé,Hydraulique villageoise,POINT (1.032220000000002 6.268325000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-60,Maritime,Avé,Avé 2,Noépé,Hydraulique villageoise,POINT (1.035681239597026 6.265411149020298)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-5f,Maritime,Avé,Avé 2,Noépé,Hydraulique villageoise,POINT (1.0389983333333332 6.265841666666662)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-5e,Maritime,Avé,Avé 2,Noépé,Hydraulique villageoise,POINT (1.0370549999999983 6.263753333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-5d,Maritime,Avé,Avé 2,Noépé,Hydraulique villageoise,POINT (1.0389183333333347 6.254531666666655)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-5c,Maritime,Avé,Avé 2,Noépé,Hydraulique villageoise,POINT (1.038996666666667 6.257920000000006)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-5b,Maritime,Zio,Zio 1,Davié,TDE,POINT (1.211093333333334 6.382841666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-5a,Maritime,Zio,Zio 1,Davié,TDE,POINT (1.2041099999999996 6.384781666666671)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-59,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.213866666666667 6.202481666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-58,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2210716666666663 6.202310000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-57,Maritime,Golfe,Golfe 2,Bè-Centre,TDE,POINT (1.2373223989488225 6.170805663887912)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-56,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.213888333333334 6.202541666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-55,Kara,Kozah,Kozah 1,Landa,TDE,POINT (1.2690450000000009 9.660993333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-54,Kara,Kozah,Kozah 1,Landa,TDE,POINT (1.2686750000000007 9.659256666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-53,Kara,Kozah,Kozah 1,Landa,TDE,POINT (1.2681550000000026 9.656573333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-52,Kara,Kozah,Kozah 1,Landa,TDE,POINT (1.2688416666666664 9.668809999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-51,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1407316666666674 8.983049999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-50,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1413132137289923 8.983468848479673)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-4f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1429166666666684 8.981085000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-4e,Maritime,Golfe,Golfe 2,Bè-Centre,TDE,POINT (1.2628783333333338 6.194209999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-4d,Maritime,Golfe,Golfe 5,Aflao-Gakli,TDE,POINT (1.1801000000000015 6.178261666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-4c,Maritime,Golfe,Golfe 7,Aflao-Sagbado,TDE,POINT (1.1551533333333337 6.189560000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-4b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.139980000000001 8.984818333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-4a,Maritime,Golfe,Golfe 1,Bè-Est,TDE,POINT (1.2409549999999996 6.135023333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-49,Maritime,Golfe,Golfe 1,Bè-Est,TDE,POINT (1.282091666666667 6.162668333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-48,Maritime,Golfe,Golfe 1,Bè-Est,TDE,POINT (1.2858621801275636 6.163898379342638)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-47,Centrale,Sotouboua,Sotouboua 2,Adjengré,TDE,POINT (1.0239783333333328 8.648469999999994)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-46,Centrale,Sotouboua,Sotouboua 2,Adjengré,TDE,POINT (1.0209316666666666 8.646921666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-45,Centrale,Sotouboua,Sotouboua 2,Adjengré,TDE,POINT (1.037553333333336 8.645659999999994)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-44,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,TDE,POINT (1.6103366666666672 6.490123333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-43,Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,TDE,POINT (1.6426150000000015 6.488981666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-42,Centrale,Sotouboua,Sotouboua 2,Aouda,TDE,POINT (1.0425683333333338 8.723641666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-41,Centrale,Tchamba,Tchamba 3,Balanka,TDE,POINT (1.614936666666667 8.868223333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-40,Centrale,Tchamba,Tchamba 3,Balanka,TDE,POINT (1.6133000000000002 8.868490000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-3f,Centrale,Tchamba,Tchamba 3,Balanka,TDE,POINT (1.6133750000000004 8.86654333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-3e,Centrale,Tchamba,Tchamba 3,Balanka,TDE,POINT (1.6120249999999998 8.864565)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-3d,Kara,Bassar,Bassar 1,Bassar,TDE,POINT (0.7819533333333327 9.259475)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-3c,Kara,Bassar,Bassar 1,Bassar,TDE,POINT (0.7873950000000002 9.258669999999997)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-3b,Kara,Bassar,Bassar 1,Bassar,TDE,POINT (0.7879149999999993 9.259330000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-3a,Kara,Bassar,Bassar 1,Bassar,TDE,POINT (0.7884033333333323 9.254350000000004)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-39,Savanes,Cinkassé,Cinkassé 2,Timbou,TDE,POINT (0.0980833333333309 11.03447333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-38,Savanes,Cinkassé,Cinkassé 2,Timbou,TDE,POINT (0.1023950000000031 11.034968333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-37,Savanes,Cinkassé,Cinkassé 2,Timbou,TDE,POINT (0.117903333333332 11.035758333333339)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-36,Centrale,Tchamba,Tchamba 2,Koussountou,TDE,POINT (1.515516666666665 8.833200000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-35,Centrale,Tchamba,Tchamba 2,Koussountou,TDE,POINT (1.5165616666666655 8.834454999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-34,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.207861666666667 10.851931666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-33,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.2108733333333327 10.850418333333328)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-32,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.2101283333333322 10.847343333333331)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-31,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.2143650000000008 10.849333333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-30,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.2049649999999999 10.846900000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-2f,Maritime,Golfe,Golfe 2,Bè-Centre,TDE,POINT (1.264024236194409 6.189745549760395)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-2e,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,TDE,POINT (1.0710666666666664 8.846398333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-2d,Centrale,Tchamba,Tchamba 3,Goubi,TDE,POINT (1.4694316666666662 8.652461666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-2c,Centrale,Tchamba,Tchamba 3,Goubi,TDE,POINT (1.4681470324917876 8.653891026229616)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-2b,Centrale,Tchamba,Tchamba 3,Goubi,TDE,POINT (1.468068333333333 8.651496666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-2a,Centrale,Tchamba,Tchamba 3,Goubi,TDE,POINT (1.4702650000000004 8.65293)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-29,Centrale,Tchamba,Tchamba 3,Goubi,TDE,POINT (1.4665050000000002 8.657438333333337)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-28,Centrale,Tchamba,Tchamba 3,Goubi,TDE,POINT (1.4681916666666661 8.653948333333325)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-27,Centrale,Tchamba,Tchamba 3,Goubi,TDE,POINT (1.4672799999999997 8.653638333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-26,Centrale,Tchamba,Tchamba 3,Goubi,TDE,POINT (1.4666083333333333 8.652699999999996)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-25,Centrale,Tchamba,Tchamba 3,Goubi,TDE,POINT (1.4713516666666673 8.62149)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-24,Maritime,Golfe,Golfe 2,Bè-Centre,TDE,POINT (1.2643900000000003 6.19196666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-23,Maritime,Golfe,Golfe 2,Bè-Centre,TDE,POINT (1.246226666666668 6.174474999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-22,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,TDE,POINT (1.3348149999999996 9.118590000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-21,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,TDE,POINT (1.3254899999999992 9.118534999999993)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-20,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,TDE,POINT (1.3308983333333335 9.11677333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1f,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,TDE,POINT (1.3253733333333333 9.12311833333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1e,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,TDE,POINT (1.323795 9.121475000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1d,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,TDE,POINT (1.325473333333336 9.121441666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1c,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,TDE,POINT (1.3226300000000004 9.121426666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1b,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2061516666666696 6.171423333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1a,Centrale,Tchamba,Tchamba 2,Bago,TDE,POINT (1.4064566666666676 8.519956666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-19,Kara,Binah,Binah 1,Pessaré,TDE,POINT (1.2394683333333327 9.79651666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-18,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.2121966666666692 10.875503333333329)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-17,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.2082100000000003 10.87072166666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-16,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.210021666666669 10.869648333333338)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-15,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.2085499999999989 10.87149166666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-14,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.2103133333333334 10.878188333333336)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-13,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.2068083333333334 10.872098333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-12,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.2077150000000019 10.879960000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-11,Savanes,Tône,Tône 1,Dapaong,TDE,POINT (0.1951249999999975 10.889591666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-10,Kara,Kozah,Kozah 1,Commune De Kara,TDE,POINT (1.2062249999999999 9.562716666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-f,Kara,Kozah,Kozah 1,Commune De Kara,TDE,POINT (1.2026533333333336 9.559065)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-e,Kara,Kozah,Kozah 1,Commune De Kara,TDE,POINT (1.1988833333333337 9.566084999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-d,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,TDE,POINT (1.1929900000000002 9.18191666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-c,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,TDE,POINT (1.1925333333333332 9.182436666666657)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-b,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,TDE,POINT (1.1933916666666682 9.182166666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-a,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,TDE,POINT (1.1927466666666675 9.186088333333343)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-9,Plateaux,Haho,Haho 1,Notsé,TDE,POINT (1.1785850000000007 6.9504)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-8,Maritime,Golfe,Golfe 7,Aflao-Sagbado,TDE,POINT (1.1378333333333328 6.193884999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-7,Kara,Kozah,Kozah 1,Commune De Kara,TDE,POINT (1.192911666666667 9.564514999999993)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-6,Kara,Kozah,Kozah 1,Commune De Kara,TDE,POINT (1.1933983333333362 9.563046666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-5,Kara,Kozah,Kozah 1,Commune De Kara,TDE,POINT (1.1962083333333322 9.569115000000004)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-4,Plateaux,Amou,Amou 3,Témédja,TDE,POINT (1.079841666666665 7.524163333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-3,Maritime,Zio,Zio 4,Gapé-Kpodji,TDE,POINT (1.016911666666669 6.595619999999996)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-2,Maritime,Zio,Zio 4,Gapé-Kpodji,TDE,POINT (1.016913562500001 6.5956234999999985)
