FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,borne_fontaine_organisme,geometry
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a3c,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.1167166666666661 7.530591666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a3d,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.1216283333333346 7.5327799999999945)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a3e,Plateaux,Ogou,Ogou 1,Djama,TDE,POINT (1.1219283333333323 7.533963333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a3f,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.1210116666666656 7.531621666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a40,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.1219783333333324 7.530353333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a41,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.1215283333333343 7.530561666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a42,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.1231383333333336 7.531088333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a43,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.9723983333333343 8.561561666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a44,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.9728399999999989 8.563181666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a45,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.974318333333334 8.562203333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a46,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.9746199180894495 8.561246790194136)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a47,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.9758949999999998 8.563916666666676)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a48,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.974959999999997 8.563175000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a49,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.9734883333333337 8.559033333333323)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a4a,Maritime,Vo,Vo 1,Vogan,TDE,POINT (1.536515574017183 6.333680912792276)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a4b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1349616666666673 8.984943333333327)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a4c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.134543333333333 8.985138333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a4d,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2100016666666664 6.442021666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a4e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.134321666666668 8.984595)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a4f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1347999999999994 8.985745)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a50,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1345500000000028 8.985286666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a51,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.135096666666667 8.985378333333331)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a52,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.135811666666667 8.984795000000004)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a53,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.134973333333333 8.985658333333328)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a54,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1353833333333332 8.984939999999984)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a55,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1358169999999992 8.9850609)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a56,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.134811666666666 8.98544)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a57,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1350800000000003 8.985325000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a58,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1289516666666677 8.985838333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a59,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.13094666666667 8.983906666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a5a,Kara,Bassar,Bassar 1,Bassar,TDE,POINT (0.7762933333333342 9.26534166666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a5b,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2134883333333337 6.17244)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a5c,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2130333333333336 6.1719783333333345)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a5d,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2130116666666686 6.172621666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a5e,Maritime,Zio,Zio 1,Djagblé,TDE,POINT (1.25242 6.276103333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a5f,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2139142965391547 6.171802737370878)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a60,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2133866666666677 6.171291666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a61,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2144050000000004 6.169011666666671)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a62,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2152883333333342 6.170121666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a63,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2156466666666668 6.173633333333331)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a64,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.215668333333334 6.171056666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a65,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2156300000000004 6.168268333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a66,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2160650000000004 6.167886666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a67,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2143716666666677 6.169425)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a68,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2153000000000007 6.1681883333333385)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a69,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2141166666666685 6.169518333333336)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a6a,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2140450000000016 6.169555000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a6b,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2156116666666668 6.169446666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a6c,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2158533333333341 6.171958333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a6d,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2194150000000008 6.169865000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a6e,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2177116666666674 6.169770000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a6f,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2183283333333328 6.16995666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a70,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2192816666666686 6.1699649999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a71,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2178466666666667 6.169293333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a72,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2191766666666668 6.171841666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a73,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2172600000000027 6.168520000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a74,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2176283333333335 6.168693333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a75,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2166683333333335 6.168435000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a76,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2174983333333358 6.168198333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a77,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2167799999999995 6.168826666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a78,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2171550000000004 6.168505)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a79,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2172500000000004 6.168554285573629)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a7a,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.217219513531495 6.168505411535435)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a7b,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2172413565227305 6.168583514851297)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a7c,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2172399999999999 6.1687150000000015)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a7d,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2172833333333355 6.169121666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a7e,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2128666666666668 6.1702883333333345)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a7f,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2134383333333336 6.170265)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a80,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.21303166666667 6.169346666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a81,Maritime,Zio,Zio 1,Djagblé,TDE,POINT (1.2498361064609265 6.269400551076129)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a82,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2129366666666672 6.170579999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a83,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2137049999999996 6.169983333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a84,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2075516666666668 6.169039999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a85,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2108850000000015 6.171815)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a86,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2106500000000002 6.171766666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a87,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3050395879924168 9.658726338523234)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a88,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3095300000000003 9.656873333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a89,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3102266666666675 9.653693333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a8a,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3096950000000003 9.656353333333325)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a8b,Kara,Kéran,Kéran 3,Koutougou,TDE,POINT (1.1522600000000047 10.107734999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a8c,Kara,Kéran,Kéran 3,Koutougou,TDE,POINT (1.1507116666666684 10.107938333333328)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a8d,Kara,Kéran,Kéran 3,Koutougou,TDE,POINT (1.1501166666666705 10.110976666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a8e,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.1884083333333335 6.859396666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a8f,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.1884699999999997 6.859516666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a90,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.180621666666667 6.855041666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a91,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.1817616666666655 6.858443333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a92,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.1821833333333347 6.8565133333333375)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a93,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.1790683333333334 6.8566883333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a94,Maritime,Zio,Zio 1,Djagblé,TDE,POINT (1.2532116666666677 6.270529999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a95,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2050350000000003 6.405364999999997)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a96,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2067000000000003 6.409500000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a97,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.206605000000002 6.40227333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a98,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.207943333333334 6.406881666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a99,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2044533333333338 6.429566666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a9a,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.204011666666666 6.427553333333331)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a9b,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2058916666666666 6.428248333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a9c,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.207313333333333 6.428886666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a9d,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2005016666666666 6.430008333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a9e,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2051533333333346 6.424736666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_a9f,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2028099999999993 6.423423333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aa0,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2019983333333335 6.424530000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aa1,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2025516666666662 6.425410000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aa2,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2026549999999998 6.428155)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aa3,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.198914999999999 6.437871666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aa4,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2063950000000014 6.430416666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aa5,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.208291666666669 6.430631666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aa6,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.1979016666666673 6.4258016666666675)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aa7,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.129241666666666 7.523811666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aa8,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.200131666666669 6.425198333333329)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aa9,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.200276666666667 6.423551666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aaa,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.1958716666666664 6.431938333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aab,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.196590000000003 6.434743333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aac,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.1959433333333327 6.426501666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aad,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.1934449999999979 6.420249999999994)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aae,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2042566666666639 6.4263100000000035)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aaf,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2018400000000002 6.436343333333338)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ab0,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2024816666666671 6.430868333333328)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ab1,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2021966666666668 6.432006666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ab2,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2016300000000002 6.4302533333333365)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ab3,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.1950116666666668 6.43995666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ab4,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.1919266666666672 6.427595000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ab5,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.1946766666666668 6.426766666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ab6,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2057900000000006 6.432401666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ab7,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2127783333333342 6.410236666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ab8,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2176433333333334 6.4121916666666605)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ab9,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2137833333333334 6.41366833333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aba,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2148133333333335 6.4151083333333325)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_abb,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2118700000000011 6.4117200000000025)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_abc,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2171833333333333 6.414423333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_abd,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2131899999999993 6.417094999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_abe,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2113783333333332 6.417285000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_abf,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2071650000000014 6.426579999999996)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ac0,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2089549999999987 6.426884999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ac1,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2091816666666664 6.428170000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ac2,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2069533333333329 6.4245866666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ac3,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2067900000000007 6.418818333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ac4,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2097566666666661 6.4205883333333365)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ac5,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2091450000000001 6.42536)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ac6,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2104333333333335 6.440505000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ac7,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2082816666666665 6.436923333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ac8,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.204595000000001 6.439961666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ac9,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2070916666666656 6.438625)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_aca,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2049200000000007 6.4347116666666695)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_acb,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2069233333333336 6.440585000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_acc,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2075733333333365 6.440684999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_acd,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2091666666666663 6.4381166666666685)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ace,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.20565 6.437316666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_acf,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2081633333333328 6.442395000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ad0,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2089466666666664 6.444509999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ad1,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.130640000000001 7.523973333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ad2,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2040416666666685 6.4422766666666655)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ad3,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2106883333333338 6.430379999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ad4,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.211536666666666 6.442493333333336)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ad5,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2110999999999994 6.437928333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ad6,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2101833333333332 6.434776666666664)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ad7,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2125783333333333 6.437668333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ad8,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2184466666666673 6.4364266666666685)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ad9,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2122533333333336 6.440853333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_ada,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2127133333333333 6.434373333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_adb,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2114116666666677 6.433771666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_adc,Maritime,Zio,Zio 1,Tsévié,TDE,POINT (1.2129150000000006 6.434984999999999)
