FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,utilisation_cout,toilette_type,geometry
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5e7,Plateaux,Amou,Amou 2,Sodo,Aklomadi,Gratuit,{Latrines a eau},POINT (0.8135216666666667 7.312950000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5e6,Plateaux,Amou,Amou 2,Sodo,Edzouni,Gratuit,{Latrines a eau},POINT (0.8108299999999999 7.316168333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5e5,Plateaux,Amou,Amou 2,Sodo,Aganadi,Nsp,{Latrines seches},POINT (0.8124183333333334 7.316581666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5e4,Plateaux,Amou,Amou 3,Evou,Kodegbe,Gratuit,{WCs},POINT (1.042025 7.530410000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5e3,Plateaux,Amou,Amou 3,Evou,Kodegbe,Gratuit,{WCs},POINT (1.041745 7.531171666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5e2,Plateaux,Amou,Amou 3,Otadi,Hilehou,Gratuit,{Latrines seches},POINT (1.04767 7.648683333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5e1,Plateaux,Amou,Amou 3,Otadi,Hikolihloa,Gratuit,{Latrines seches},POINT (1.04721 7.648756666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5e0,Plateaux,Amou,Amou 3,Otadi,Hode,Gratuit,{Latrines seches},POINT (0.9915766666666667 7.683493333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5df,Plateaux,Amou,Amou 3,Otadi,Hode,Nsp,{Latrines seches},POINT (0.99033 7.682498333333332)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5de,Plateaux,Amou,Amou 3,Otadi,Hikolihloa,Nsp,{Latrines seches},POINT (1.047645 7.6479349999999995)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5dd,Plateaux,Amou,Amou 3,Otadi,Hikolihloa,Gratuit,{Latrines seches},POINT (1.0471466666666667 7.64766)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5dc,Plateaux,Amou,Amou 3,Otadi,Hikolihloa,Gratuit,{Latrines seches},POINT (1.0480116666666668 7.648063333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5db,Plateaux,Amou,Amou 3,Otadi,Hikolihloa,Gratuit,{Latrines seches},POINT (1.0465583333333333 7.647876666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5da,Plateaux,Amou,Amou 3,Otadi,Doubia,Gratuit,{Latrines seches},POINT (1.026035 7.6602016666666675)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5d9,Plateaux,Amou,Amou 3,Otadi,Hikolihloa,Gratuit,{Latrines seches},POINT (1.0465666666666666 7.648423333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5d8,Plateaux,Amou,Amou 3,Otadi,Hikolihloa,Gratuit,{Latrines seches},POINT (1.0484166666666668 7.648601666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5d7,Plateaux,Amou,Amou 3,Otadi,Hohloeto,Gratuit,{Latrines seches},POINT (1.050685 7.648529999999999)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5d6,Plateaux,Amou,Amou 3,Otadi,Hikoliva,Gratuit,{Latrines seches},POINT (1.0488533333333334 7.647971666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5d5,Plateaux,Amou,Amou 3,Otadi,Hitokoube,Gratuit,{Latrines seches},POINT (1.0610183333333334 7.6487549999999995)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5d4,Plateaux,Anié,Anié 1,Pallakoko,Careba,Gratuit,{Latrines seches},POINT (1.0983438812521564 7.836542530078495)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5d3,Plateaux,Amou,Amou 3,Otadi,Hitokoube,Gratuit,{Latrines seches},POINT (1.06107 7.647801666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5d2,Plateaux,Amou,Amou 3,Otadi,Hitokoube,Gratuit,{Latrines seches},POINT (1.0626016666666667 7.647603333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5d1,Plateaux,Amou,Amou 3,Otadi,Hode,Gratuit,{Latrines seches},POINT (0.992615 7.682783333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5d0,Plateaux,Amou,Amou 3,Otadi,Hode,Gratuit,{Latrines seches},POINT (0.99179 7.6830300000000005)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5cf,Plateaux,Amou,Amou 3,Otadi,Hoetekpe,Gratuit,{Latrines seches},POINT (0.9902266666666667 7.683131666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5ce,Plateaux,Amou,Amou 3,Otadi,Hikolihloa,Gratuit,{Latrines seches},POINT (1.0467966666666666 7.648668333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5cd,Plateaux,Amou,Amou 3,Otadi,Hohloeto,Nsp,{Latrines seches},POINT (1.0463216666666668 7.6483083333333335)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5cc,Plateaux,Amou,Amou 3,Otadi,Hode,Nsp,{Latrines seches},POINT (0.990665 7.682931666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5cb,Plateaux,Amou,Amou 3,Otadi,Hoetekpe,Nsp,{Latrines seches},POINT (0.9891666666666666 7.683633333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5ca,Plateaux,Amou,Amou 3,Otadi,Hode,Nsp,{Latrines seches},POINT (0.99121 7.682225)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5c9,Plateaux,Amou,Amou 3,Otadi,Hode,Nsp,{Latrines seches},POINT (0.9918283333333334 7.68211)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5c8,Plateaux,Amou,Amou 3,Otadi,Hode,Nsp,{Latrines seches},POINT (0.9922133333333334 7.681658333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5c7,Plateaux,Amou,Amou 3,Otadi,Hilehou,Nsp,{Latrines seches},POINT (1.0488066666666667 7.648596666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5c6,Plateaux,Amou,Amou 3,Otadi,Hilehou,Nsp,{Latrines seches},POINT (1.04953 7.648591666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5c5,Plateaux,Amou,Amou 3,Otadi,Hikolihloa,Nsp,{Latrines seches},POINT (1.04684 7.647843333333332)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5c4,Plateaux,Amou,Amou 3,Otadi,Hilehou,Nsp,{Latrines seches},POINT (1.0479999999999998 7.648696666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5c3,Plateaux,Amou,Amou 3,Avédjè,Atigozo,Gratuit,{WCs},POINT (1.1378837864681952 7.4501444755982185)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5c2,Plateaux,Amou,Amou 3,Avédjè,Agbodomodji,Gratuit,{WCs},POINT (1.141725 7.445481666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5c1,Plateaux,Anié,Anié 1,Pallakoko,Careba,Gratuit,{Latrines seches},POINT (1.0952459430589567 7.837647180228251)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5c0,Plateaux,Anié,Anié 1,Pallakoko,Solimkope,Gratuit,{Latrines seches},POINT (1.0954354116107992 7.837408652284609)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5bf,Plateaux,Anié,Anié 1,Pallakoko,Solimkope,Gratuit,{Latrines seches},POINT (1.1052308888795017 7.8352911137089265)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5be,Plateaux,Anié,Anié 1,Pallakoko,Kareba,Gratuit,{Latrines seches},POINT (1.0966112315655037 7.836796283753206)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5bd,Plateaux,Anié,Anié 1,Pallakoko,Sondè,Gratuit,{WCs},POINT (1.099929401131753 7.836975094082691)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5bc,Plateaux,Anié,Anié 1,Pallakoko,Solimkopé,Gratuit,{Latrines seches},POINT (1.0953620291392263 7.837737261725789)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5bb,Plateaux,Anié,Anié 1,Anié,Douane,Payant,{WCs},POINT (1.2006130337372365 7.764494170130475)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5ba,Plateaux,Anié,Anié 1,Anié,Kosobiyo,Payant,{Latrines seches},POINT (1.1946270444344274 7.747832235245769)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5b9,Plateaux,Anié,Anié 1,Anié,Douane,Payant,{Latrines a eau},POINT (1.1994852748394516 7.766858927631033)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5b8,Plateaux,Anié,Anié 1,Anié,Assemblé,Payant,{Latrines a eau},POINT (1.1946702877103665 7.758515465124991)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5b7,Plateaux,Anié,Anié 1,Anié,Anié,Nsp,"{WCs,Latrines seches}",POINT (1.18993145353685 7.767132345983302)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5b6,Plateaux,Anié,Anié 1,Anié,Anié,Payant,{WCs},POINT (1.1942366666666668 7.763883333333332)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5b5,Plateaux,Anié,Anié 1,Anié,Anié,Gratuit,{WCs},POINT (1.194305747310607 7.756069160695083)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5b4,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tutu,Nsp,{WCs},POINT (0.7374233333333333 7.098920000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5b3,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tutu,Nsp,{WCs},POINT (0.7364883333333334 7.100943333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5b2,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Kpélé Tutu,Nsp,{WCs},POINT (0.7341766666666667 7.101881666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5b1,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Kpélé Tutu,Nsp,{WCs},POINT (0.737155 7.099311666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5b0,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tsefi,Payant,{WCs},POINT (0.7335816666666666 7.131578333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5af,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Kpotame,Nsp,{Latrines a eau},POINT (0.7365216666666666 7.13516)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5ae,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Kpotame,Nsp,{Latrines a eau},POINT (0.737695 7.134058333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5ad,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tutu,Nsp,{WCs},POINT (0.7352566666666667 7.100315)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5ac,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tsiko,Gratuit,{WCs},POINT (0.7196866666666666 7.124350000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5ab,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tsiko,Gratuit,{WCs},POINT (0.718795 7.122791666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5aa,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Westi,Nsp,{WCs},POINT (0.7327433333333333 7.1281783333333335)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5a9,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tsiko,Nsp,{WCs},POINT (0.717883802193713 7.125974023125258)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5a8,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tsiko,Nsp,{WCs},POINT (0.7195916666666666 7.123396666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5a7,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tutu,Payant,{Latrines a eau},POINT (0.7368422263790128 7.101614359857178)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5a6,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Westi,Payant,{WCs},POINT (0.7366183333333333 7.129516666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5a5,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tutu,Gratuit,{autre},POINT (0.7363027726319948 7.100571212996594)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5a4,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Korome,Gratuit,{WCs},POINT (0.7339613070621251 7.126159792732202)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5a3,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Korome,Payant,{Latrines a eau},POINT (0.7329249999999999 7.1279200000000005)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5a2,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Korome,Payant,{WCs},POINT (0.7305349999999999 7.125244999999999)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5a1,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Bodze,Nsp,{Latrines a eau},POINT (0.9113 7.088491666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-5a0,Plateaux,Anié,Anié 2,Glitto,Glitto,Nsp,{WCs},POINT (1.5239683333333331 7.590441666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-59f,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,Elavagnon,Gratuit,{WCs},POINT (1.2868966666666668 7.952084999999999)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-59e,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,Elavagnon,Payant,{WCs},POINT (1.287034980997798 7.9521128047578244)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-59d,Centrale,Blitta,Blitta 1,Blitta-Village,Parc,Payant,{WCs},POINT (1.0079846652364697 8.34517527798007)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-59c,Centrale,Sotouboua,Sotouboua 1,Tabindè,Somieda,Gratuit,{WCs},POINT (1.1716221721167348 8.503041617583344)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-59b,Centrale,Sotouboua,Sotouboua 1,Tabindè,Somieda,Gratuit,{WCs},POINT (1.1768183333333333 8.504021666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-59a,Centrale,Sotouboua,Sotouboua 1,Tabindè,Tchoide,Gratuit,{WCs},POINT (1.1144583333333336 8.505301666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-599,Centrale,Sotouboua,Sotouboua 1,Tabindè,Somiéda,Nsp,{WCs},POINT (1.1776783333333334 8.501759999999999)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-598,Centrale,Sotouboua,Sotouboua 1,Tabindè,Tchoide,Gratuit,{Latrines seches},POINT (1.1128533333333333 8.505631666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-597,Centrale,Sotouboua,Sotouboua 1,Tabindè,Poyo,Gratuit,{Latrines seches},POINT (1.12659 8.504833333333332)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-596,Centrale,Sotouboua,Sotouboua 1,Tabindè,Tchoide,Gratuit,{Latrines seches},POINT (1.1114766666666667 8.50572)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-595,Centrale,Sotouboua,Sotouboua 1,Tabindè,Tchoide,Gratuit,{Latrines seches},POINT (1.1137183333333334 8.505178333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-594,Centrale,Sotouboua,Sotouboua 1,Tabindè,Somieda,Nsp,{Latrines seches},POINT (1.178795 8.499821666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-593,Centrale,Sotouboua,Sotouboua 1,Tabindè,Sonde Tchoide,Gratuit,{WCs},POINT (1.1131950000000002 8.50512)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-592,Centrale,Sotouboua,Sotouboua 1,Tabindè,Tabende,Gratuit,{WCs},POINT (1.072025 8.509993333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-591,Centrale,Sotouboua,Sotouboua 1,Tabindè,Sonde Somieda,Gratuit,{WCs},POINT (1.1617533333333334 8.503373333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-590,Plateaux,Haho,Haho 1,Notsé,Alinou,Gratuit,{WCs},POINT (1.172667381735869 6.939913727038513)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-58f,Plateaux,Haho,Haho 1,Notsé,Kpota,Payant,{Latrines a eau},POINT (1.1655516666666665 6.949353333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-58e,Plateaux,Haho,Haho 1,Notsé,Agbaladome,Payant,{WCs},POINT (1.170360419585082 6.945973815597906)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-58d,Plateaux,Haho,Haho 1,Notsé,Adime,Payant,{WCs},POINT (1.169078463054017 6.948443457054935)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-58c,Plateaux,Haho,Haho 1,Notsé,Adime,Payant,{WCs},POINT (1.1711062541506363 6.949559024934888)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-58b,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.0340633333333333 6.868758333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-58a,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.0337633333333334 6.86915)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-589,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.0336 6.869420000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-588,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.034075 6.868403333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-587,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.0336366666666665 6.869753333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-586,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.03404 6.870035)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-585,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.03332 6.870305)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-584,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.03319 6.869616666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-583,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.0341816606358776 6.869628835837434)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-582,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.0340383333333334 6.8682316666666665)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-581,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.0341033333333334 6.8677383333333335)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-580,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.034005 6.868961666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-57f,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.03386 6.869718333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-57e,Plateaux,Haho,Haho 1,Hahomégbé,Tokpo,Gratuit,{Latrines seches},POINT (1.0342483333333334 6.868671666666668)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-57d,Plateaux,Haho,Haho 1,Notsé,Ekli,Nsp,{WCs},POINT (1.1746325950560308 6.949484358241445)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-57c,Plateaux,Haho,Haho 1,Notsé,Kratsi,Payant,{WCs},POINT (1.16596 6.9535133333333325)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-57b,Plateaux,Haho,Haho 4,Wahala,Assiyeye,Payant,{WCs},POINT (1.1551683333333334 7.179896666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-57a,Plateaux,Haho,Haho 3,Kpédomé,Fiagbedou,Payant,{WCs},POINT (1.1737133333333332 6.974489999999999)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-579,Plateaux,Haho,Haho 3,Kpédomé,Blakpa,Nsp,{WCs},POINT (1.1717583333333332 6.978333333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-578,Plateaux,Haho,Haho 3,Kpédomé,Gakpoto,Nsp,{WCs},POINT (1.1750733333333334 6.969808333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-577,Plateaux,Haho,Haho 3,Kpédomé,Pani,Payant,{WCs},POINT (1.1699000000000002 6.974688333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-576,Plateaux,Haho,Haho 3,Kpédomé,Akame,Gratuit,{WCs},POINT (1.16218 7.003265000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-575,Plateaux,Haho,Haho 3,Kpédomé,Akame,Gratuit,{WCs},POINT (1.16242 7.004746666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-574,Plateaux,Haho,Haho 3,Kpédomé,Dougnon,Nsp,{WCs},POINT (1.163465 6.970773333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-573,Plateaux,Haho,Haho 3,Kpédomé,Djogbe,Payant,{WCs},POINT (1.17496 6.972549999999999)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-572,Plateaux,Haho,Haho 3,Kpédomé,Koubikpe,Gratuit,{WCs},POINT (1.2041016666666666 7.039568333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-571,Plateaux,Haho,Haho 3,Kpédomé,Kpegbadja,Gratuit,{WCs},POINT (1.2598383333333334 7.111576666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-570,Plateaux,Haho,Haho 4,Kpegnon (Haito),Haito Marche,Gratuit,{WCs},POINT (0.960535 7.206666666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-56f,Plateaux,Kloto,Kloto 1,Tomé,Toxome,Nsp,"{WCs,Latrines seches}",POINT (0.620667281277712 6.773860551778449)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-56e,Plateaux,Kloto,Kloto 1,Kpadapé,Yeviepe,Gratuit,{WCs},POINT (0.578439852484921 6.815965293369534)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-56d,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Kanan,Gratuit,{WCs},POINT (0.7059200000000001 7.03666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-56c,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Kanane,Gratuit,{WCs},POINT (0.7067416666666666 7.037363333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-56b,Plateaux,Kloto,Kloto 1,Gbalabé,Gbalave-tsadome,Gratuit,{Latrines seches},POINT (0.6173 6.8781300000000005)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-56a,Plateaux,Kloto,Kloto 2,Lavié,Kanan,Gratuit,{WCs},POINT (0.7048224845357846 7.037308911277888)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-569,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,Lavie Apedome,Payant,{WCs},POINT (0.6774666666666668 7.0100549999999995)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-568,Plateaux,Kloto,Kloto 3,Kouma,Bala,Gratuit,{Latrines seches},POINT (0.5643416666666667 6.98856)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-567,Plateaux,Kloto,Kloto 3,Kouma,Adame,Gratuit,{Latrines seches},POINT (0.598700717312317 6.975218333576376)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-566,Plateaux,Kloto,Kloto 3,Kouma,Tchame,Nsp,{Latrines seches},POINT (0.6379583333333334 6.9514483333333335)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-565,Plateaux,Kloto,Kloto 3,Kouma,Tokpli,Gratuit,{Latrines seches},POINT (0.5746629260720997 6.972636532495137)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-564,Plateaux,Kloto,Kloto 2,Kpimé,Kpime Seva,Gratuit,{Latrines seches},POINT (0.6570116666666667 6.994736666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-563,Plateaux,Kloto,Kloto 2,Kpimé,Tsadome,Nsp,{Latrines seches},POINT (0.6408020946335928 7.089602418794936)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-562,Plateaux,Kloto,Kloto 2,Kpimé,Tsadome,Nsp,{Latrines seches},POINT (0.6397366666666666 7.092948333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-561,Plateaux,Kloto,Kloto 2,Kpimé,Tsadome,Nsp,{Latrines seches},POINT (0.6381039998076583 7.093479514072219)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-560,Plateaux,Kloto,Kloto 2,Kpimé,Tsadome,Nsp,{Latrines seches},POINT (0.6402943825735463 7.0922850503337305)
