FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,utilisation_cout,toilette_type,geometry
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6cf,Maritime,Lacs,Lacs 3,Agbodrafo,Anymagna,Gratuit,"{Latrines seches,Douches}",POINT (1.4409014125660184 6.1948260852048245)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6ce,Maritime,Lacs,Lacs 4,Fiata,Zogbegan,Gratuit,{WCs},POINT (1.645253231556456 6.349941232387806)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6cd,Maritime,Lacs,Lacs 4,Fiata,Zogbegan,Gratuit,{Latrines seches},POINT (1.6453533333333334 6.349788333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6cc,Maritime,Lacs,Lacs 4,Ganavé,Elavagnon Kondji,Nsp,{Latrines seches},POINT (1.62445893696987 6.281476538556212)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6cb,Maritime,Yoto,Yoto 1,Tabligbo,Akpadjavikondji,Gratuit,{Latrines seches},POINT (1.503431666666667 6.596185000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6ca,Maritime,Yoto,Yoto 1,Tabligbo,Zongo,Payant,{Douches},POINT (1.4997018486934557 6.5889898401708376)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6c9,Maritime,Yoto,Yoto 1,Tabligbo,Zongo,Payant,{WCs},POINT (1.4997933110421628 6.588968275491299)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6c8,Maritime,Yoto,Yoto 1,Tabligbo,Tabligbo Marche,Payant,{WCs},POINT (1.5042261340934517 6.588783511269053)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6c7,Maritime,Yoto,Yoto 1,Tabligbo,Zebe,Nsp,{autre},POINT (1.5059712286632914 6.604012525568542)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6c6,Maritime,Yoto,Yoto 1,Amoussimé,Adabadji Kondji,Gratuit,{Latrines seches},POINT (1.5495516666666664 6.653973333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6c5,Maritime,Yoto,Yoto 1,Amoussimé,Adabadji Kondji,Gratuit,{Latrines seches},POINT (1.5499766666666668 6.652218333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6c4,Maritime,Yoto,Yoto 1,Amoussimé,Adabadji Kondji,Gratuit,{Latrines seches},POINT (1.5482462042945726 6.654117751035139)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6c3,Maritime,Yoto,Yoto 1,Kouvé,Kouvé Logotomé,Payant,{WCs},POINT (1.4135466666666665 6.661958333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6c2,Maritime,Yoto,Yoto 1,Kouvé,Kouve Gboli,Payant,{Latrines seches},POINT (1.4067483333333333 6.660545)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6c1,Maritime,Yoto,Yoto 1,Kouvé,Kouve Atra,Payant,"{Douches,Latrines a eau}",POINT (1.41988 6.668395)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6c0,Maritime,Yoto,Yoto 1,Kouvé,Gado,Nsp,{WCs},POINT (1.4126699999999999 6.658333333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6bf,Maritime,Yoto,Yoto 2,Tchékpo,Dedekpoe,Nsp,{Latrines seches},POINT (1.3556379120767619 6.538593403613593)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6be,Maritime,Yoto,Yoto 2,Tchékpo,Dedekpoe,Payant,{Latrines seches},POINT (1.359185 6.533573333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6bd,Maritime,Yoto,Yoto 2,Tchékpo,Akpe,Nsp,{Latrines seches},POINT (1.3622816666666668 6.5390966666666674)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6bc,Maritime,Yoto,Yoto 2,Tchékpo,Akpe,Nsp,{Latrines seches},POINT (1.3624666666666667 6.537871666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6bb,Maritime,Yoto,Yoto 2,Tchékpo,Akpe,Nsp,{Latrines seches},POINT (1.3624483333333333 6.53805)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6ba,Maritime,Yoto,Yoto 2,Tchékpo,Akpe,Nsp,{Latrines seches},POINT (1.36172 6.538288333333332)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6b9,Maritime,Yoto,Yoto 2,Tchékpo,Akpe,Nsp,{Latrines seches},POINT (1.3622133333333333 6.537873333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6b8,Maritime,Yoto,Yoto 2,Tchékpo,Deve Sokakope,Gratuit,{WCs},POINT (1.3725342886298761 6.475428165209081)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6b7,Maritime,Yoto,Yoto 3,Gboto,Assigame,Gratuit,{WCs},POINT (1.5002232919958784 6.67289004973581)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6b6,Maritime,Yoto,Yoto 3,Tométy-Kondji,Dekandji,Gratuit,{WCs},POINT (1.5429049999999997 6.773503333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6b5,Maritime,Yoto,Yoto 3,Tométy-Kondji,Donomade Agbedefeme,Gratuit,{WCs},POINT (1.5328583333333332 6.79138)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6b4,Maritime,Zio,Zio 1,Abobo,Avehome,Gratuit,"{Latrines a eau,Douches,Pissotieres}",POINT (1.3765766666666668 6.238366666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6b3,Maritime,Yoto,Yoto 3,Essé-Godjin,Apedanou,Gratuit,{Latrines seches},POINT (1.5268900000000003 6.7356283333333336)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6b2,Maritime,Yoto,Yoto 3,Essé-Godjin,Adonkope,Gratuit,{Latrines seches},POINT (1.5213033333333335 6.737971666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6b1,Maritime,Yoto,Yoto 3,Essé-Godjin,Atigakope,Gratuit,{Latrines seches},POINT (1.519425 6.735393333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6b0,Maritime,Yoto,Yoto 3,Essé-Godjin,Dalagbame,Gratuit,{Latrines seches},POINT (1.552715 6.7133650000000005)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6af,Maritime,Zio,Zio 1,Kpomé,Tokpanou,Gratuit,{WCs},POINT (1.3448194987354898 6.378943209598709)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6ae,Maritime,Zio,Zio 1,Kpomé,Agome,Nsp,{Latrines seches},POINT (1.3420983333333332 6.339298333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6ad,Maritime,Zio,Zio 1,Kpomé,Tetekondji,Nsp,{Latrines seches},POINT (1.303081428357491 6.311359942673169)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6ac,Maritime,Zio,Zio 1,Kpomé,Akadjame,Nsp,{Latrines seches},POINT (1.3385374532113212 6.329590981358354)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6ab,Maritime,Zio,Zio 1,Kpomé,Gome,Payant,{Latrines seches},POINT (1.3437344185454254 6.336680339819914)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6aa,Maritime,Zio,Zio 1,Kpomé,Tchame,Nsp,{WCs},POINT (1.3677616666666668 6.2834883333333345)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6a9,Maritime,Zio,Zio 1,Kpomé,Kpoganme,Nsp,{WCs},POINT (1.3605533333333333 6.293150000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6a8,Maritime,Zio,Zio 1,Kpomé,Kpoganme,Nsp,{WCs},POINT (1.3650084894524113 6.290397806779163)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6a7,Maritime,Zio,Zio 1,Kpomé,Tansi,Nsp,{WCs},POINT (1.3633733333333335 6.2846866666666665)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6a6,Maritime,Zio,Zio 1,Kpomé,Tchame,Nsp,{WCs},POINT (1.3674600000000001 6.286766666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6a5,Maritime,Zio,Zio 1,Kpomé,Tansi,Nsp,{WCs},POINT (1.3651616666666666 6.286691666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6a4,Maritime,Zio,Zio 1,Gbatopé,Yobo Sedjro,Gratuit,{Latrines seches},POINT (1.3427916666666666 6.416105000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6a3,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Payant,{Latrines seches},POINT (1.25684 6.446221666666665)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6a2,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Payant,"{Latrines seches,autre}",POINT (1.2628583333333334 6.4480216666666665)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6a1,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Payant,"{Latrines seches,autre}",POINT (1.2606816666666667 6.449623333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-6a0,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Payant,"{Latrines seches,autre}",POINT (1.2609166666666667 6.448118333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-69f,Maritime,Zio,Zio 1,Gbatopé,Fongbe Dzogbedzi,Gratuit,"{Latrines seches,autre}",POINT (1.3422483333333333 6.453901666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-69e,Maritime,Zio,Zio 1,Gbatopé,Gati-Soun,Gratuit,"{Latrines seches,autre}",POINT (1.330565 6.491316666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-69d,Maritime,Zio,Zio 1,Gbatopé,Gati-Soun,Gratuit,"{Latrines seches,autre}",POINT (1.32817 6.492596666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-69c,Maritime,Zio,Zio 1,Gbatopé,Gati-Akpafo,Gratuit,"{Latrines seches,autre}",POINT (1.3313016666666666 6.497303333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-69b,Maritime,Zio,Zio 1,Gbatopé,Yobo Toume,Gratuit,{Latrines seches},POINT (1.3259647685560936 6.410495686524568)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-69a,Maritime,Zio,Zio 1,Gbatopé,Have,Payant,"{Latrines seches,autre}",POINT (1.254565 6.498278333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-699,Maritime,Zio,Zio 1,Gbatopé,Adangbe,Nsp,"{Latrines seches,autre}",POINT (1.296785 6.528194999999999)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-698,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Nsp,{Latrines seches},POINT (1.260465 6.444320000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-697,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Nsp,{Latrines seches},POINT (1.258005 6.449975)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-696,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Payant,{Latrines seches},POINT (1.2574083333333335 6.447778333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-695,Maritime,Zio,Zio 1,Gbatopé,Yobome,Gratuit,{Latrines seches},POINT (1.3294583333333332 6.414878333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-694,Maritime,Zio,Zio 1,Gbatopé,Yobome,Gratuit,{Latrines seches},POINT (1.3261716666666667 6.412551666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-693,Maritime,Zio,Zio 1,Gbatopé,Hove,Gratuit,{Latrines seches},POINT (1.2769066666666666 6.427783333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-692,Maritime,Zio,Zio 1,Gbatopé,Yobo Sedjro,Gratuit,{Latrines seches},POINT (1.3438766666666666 6.412556666666668)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-691,Maritime,Zio,Zio 1,Gbatopé,Ezor,Gratuit,{Latrines seches},POINT (1.3659949999999998 6.408166666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-690,Maritime,Zio,Zio 1,Gbatopé,Yobome Fati,Gratuit,"{Latrines seches,autre}",POINT (1.3281299999999998 6.417083333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-68f,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Payant,"{Latrines seches,autre}",POINT (1.2603583333333332 6.444585000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-68e,Maritime,Zio,Zio 1,Gbatopé,Kodzo,Gratuit,"{Latrines seches,autre}",POINT (1.2466833333333334 6.477236666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-68d,Maritime,Zio,Zio 1,Gbatopé,Fongbe Dzogbedzi,Gratuit,"{Latrines seches,autre}",POINT (1.3429566666666666 6.455946666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-68c,Maritime,Zio,Zio 1,Gbatopé,Fongbe Boeti,Gratuit,"{Latrines seches,autre}",POINT (1.337815 6.457399999999999)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-68b,Maritime,Zio,Zio 1,Gbatopé,Gati-Soun,Gratuit,"{Latrines seches,autre}",POINT (1.330265 6.4937483333333335)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-68a,Maritime,Yoto,Yoto 3,Tokpli,Adabiam,Gratuit,{WCs},POINT (1.5987435178965044 6.648477617342135)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-689,Maritime,Zio,Zio 1,Davié,Assome,Payant,{WCs},POINT (1.1633366666666667 6.36767)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-688,Maritime,Zio,Zio 1,Davié,Davie Duta,Nsp,{Latrines seches},POINT (1.199115 6.384530000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-687,Maritime,Zio,Zio 1,Davié,Davie Tsaha,Nsp,{Latrines seches},POINT (1.2033666666666667 6.384738333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-686,Maritime,Zio,Zio 1,Davié,Adigo,Nsp,{autre},POINT (1.200015 6.388544999999999)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-685,Maritime,Zio,Zio 1,Davié,Assome,Payant,"{WCs,autre}",POINT (1.1560533333333334 6.366126666666665)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-684,Maritime,Zio,Zio 1,Davié,Assome,Payant,{WCs},POINT (1.1593116666666667 6.3635833333333345)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-683,Maritime,Zio,Zio 1,Davié,Assome,Payant,{WCs},POINT (1.1582378732415628 6.365258936234566)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-682,Maritime,Zio,Zio 1,Davié,Assome,Payant,"{WCs,autre}",POINT (1.1557983333333333 6.361178333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-681,Maritime,Zio,Zio 1,Davié,Adidome Marché,Nsp,{Latrines seches},POINT (1.2004283333333334 6.382213333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-680,Maritime,Zio,Zio 2,Kovié,Kovie,Payant,{Latrines a eau},POINT (1.1074059098639348 6.3408764507593505)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-67f,Maritime,Zio,Zio 2,Wli,Wli Centre Wueve,Nsp,{Latrines seches},POINT (1.1596083333333334 6.409233333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-67e,Maritime,Zio,Zio 2,Wli,Wli Centre Adalekpodji,Nsp,{Latrines seches},POINT (1.16215 6.412013333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-67d,Maritime,Zio,Zio 2,Wli,Wli Centre Adalekpodji,Nsp,{Latrines seches},POINT (1.1626933333333334 6.410076666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-67c,Maritime,Zio,Zio 2,Wli,Wli Centre Apegame,Nsp,{Latrines seches},POINT (1.1628016666666667 6.409478333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-67b,Maritime,Zio,Zio 2,Wli,Wli Ziowounou-Apegame,Gratuit,{Latrines seches},POINT (1.1108316666666667 6.398748333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-67a,Maritime,Zio,Zio 2,Wli,Kouaxoe,Nsp,{autre},POINT (1.11084 6.408898333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-679,Maritime,Zio,Zio 2,Wli,Wli Apegame,Gratuit,{WCs},POINT (1.1123416666666666 6.397830000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-678,Maritime,Zio,Zio 2,Wli,Kouaxoe,Gratuit,{Latrines seches},POINT (1.112407415961385 6.409330161590649)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-677,Maritime,Zio,Zio 2,Wli,Kouaxoe,Nsp,{Latrines seches},POINT (1.1131266666666666 6.408688333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-676,Maritime,Zio,Zio 2,Wli,Wueve,Nsp,{Latrines seches},POINT (1.1620783333333333 6.407271666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-675,Maritime,Zio,Zio 4,Gapé-Kpodji,Akpakpedome,Gratuit,{Latrines seches},POINT (0.9993016666666666 6.652596666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-674,Plateaux,Agou,Agou 1,Agou-Nyogbo-Agbétiko,Assikowe,Nsp,{WCs},POINT (0.7324083333333333 6.8972266666666675)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-673,Plateaux,Agou,Agou 1,Agou-Akplolo,Wogboe,Gratuit,{WCs},POINT (0.7704298087441209 6.891943018071715)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-672,Plateaux,Agou,Agou 1,Agou-Akplolo,Wogboe,Gratuit,{WCs},POINT (0.7647191878502535 6.887078178871545)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-671,Plateaux,Agou,Agou 1,Agou-Akplolo,Agou Akplo,Gratuit,{Latrines seches},POINT (0.77137 6.887766666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-670,Plateaux,Agou,Agou 1,Agou-Iboé,Agohoe,Gratuit,{Latrines seches},POINT (0.7901166666666666 6.876953333333334)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-66f,Plateaux,Agou,Agou 1,Agou-Iboé,Fiagbomé,Gratuit,{Latrines seches},POINT (0.7875949999999999 6.8751)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-66e,Plateaux,Agou,Agou 1,Agou-Iboé,Wessido,Gratuit,{Latrines seches},POINT (0.78674 6.86899)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-66d,Plateaux,Agou,Agou 1,Agou-Iboé,Wessido,Gratuit,{Latrines seches},POINT (0.7845046031742662 6.8690303451801125)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-66c,Plateaux,Agou,Agou 1,Agou-Iboé,Wessido,Gratuit,{Latrines seches},POINT (0.7858711853384691 6.870214996202581)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-66b,Plateaux,Agou,Agou 1,Agou-Iboé,Fiagbomé,Gratuit,{Latrines seches},POINT (0.7881383333333333 6.875435)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-66a,Plateaux,Agou,Agou 1,Agou-Iboé,Agohoe,Gratuit,{Latrines seches},POINT (0.7907166666666666 6.877008333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-669,Plateaux,Agou,Agou 1,Agou-Iboé,Agohoè,Gratuit,{Latrines seches},POINT (0.7890983333333333 6.874765)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-668,Plateaux,Agou,Agou 1,Agou-Iboé,Agohoè,Nsp,{Latrines seches},POINT (0.7909283333333333 6.875598333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-667,Plateaux,Agou,Agou 1,Agou-Iboé,Agohoè,Nsp,{Latrines seches},POINT (0.7903983333333334 6.875588333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-666,Plateaux,Agou,Agou 1,Agou-Nyogbo-Dzidjole,Segbegne,Nsp,{WCs},POINT (0.7266414444811035 6.8779009143023755)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-665,Plateaux,Agou,Agou 1,Agou-Nyogbo-Dzidjole,Aveme,Nsp,{Latrines seches},POINT (0.7239716666666667 6.879743333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-664,Plateaux,Agou,Agou 1,Agou-Nyogbo-Dzidjole,Kpogueni,Gratuit,{WCs},POINT (0.7257499357949381 6.878822040999378)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-663,Plateaux,Agou,Agou 1,Agou-Nyogbo-Dzidjole,Avasome,Nsp,{WCs},POINT (0.723995 6.879796666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-662,Plateaux,Agou,Agou 1,Agou-Tavié,Agou Kumawu,Gratuit,{Latrines seches},POINT (0.7314480583210944 6.8466335382010675)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-661,Plateaux,Agou,Agou 1,Agou-Tavié,Agou Kumawu,Gratuit,{autre},POINT (0.7286283333333333 6.846861666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-660,Plateaux,Agou,Agou 1,Agou-Tavié,Agou Gadzefe,Gratuit,{Latrines seches},POINT (0.7164358329495158 6.842894530765346)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-65f,Plateaux,Agou,Agou 1,Agou-Tavié,Agou Apegame,Nsp,{Latrines seches},POINT (0.7242802037646751 6.8561365596083785)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-65e,Plateaux,Agou,Agou 1,Agou-Tavié,Agou Epegame,Gratuit,{Latrines seches},POINT (0.7269984061863405 6.855706692773623)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-65d,Plateaux,Agou,Agou 1,Agou-Tavié,Tomegbe,Gratuit,{Latrines seches},POINT (0.7330816666666667 6.855356666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-65c,Plateaux,Agou,Agou 1,Agou-Atigbé,Abayeme,Gratuit,{Latrines a eau},POINT (0.7088735367962195 6.822791658246319)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-65b,Plateaux,Agou,Agou 1,Agou-Atigbé,Abayeme,Gratuit,{Latrines seches},POINT (0.7071957135874892 6.826842879023964)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-65a,Plateaux,Agou,Agou 1,Agou-Atigbé,Abayeme,Nsp,{Latrines seches},POINT (0.7064174605855759 6.822930633437383)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-659,Plateaux,Agou,Agou 1,Agou-Atigbé,Abahemé,Gratuit,{WCs},POINT (0.7088766666666667 6.822691666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-658,Plateaux,Agou,Agou 1,Agou-Atigbé,Abayeme,Gratuit,{Latrines seches},POINT (0.7089203114329965 6.824677542976071)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-657,Plateaux,Agou,Agou 1,Agou-Atigbé,Atigbe Abayeme,Gratuit,{Latrines seches},POINT (0.7087133060262213 6.822147616847655)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-656,Plateaux,Amou,Amou 2,Amou-Oblo,Pissika Kope,Nsp,{Latrines seches},POINT (0.86905 7.343893333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-655,Plateaux,Agou,Agou 1,Agou-Atigbé,Abayemé,Gratuit,{WCs},POINT (0.70655 6.824021666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-654,Plateaux,Agou,Agou 1,Agou-Atigbé,Abayemé,Gratuit,{WCs},POINT (0.7086583333333334 6.8221533333333335)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-653,Plateaux,Agou,Agou 1,Agou-Atigbé,Abayémé,Gratuit,{WCs},POINT (0.7065750000000001 6.823998333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-652,Plateaux,Agou,Agou 1,Agou-Atigbé,Abayémé,Gratuit,{WCs},POINT (0.7089066666666667 6.824676666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-651,Plateaux,Agou,Agou 1,Agou-Atigbé,Abayémé,Gratuit,{WCs},POINT (0.7072266666666667 6.826851666666666)
