FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,terrain,activite_statut,activite_categorie,geometry
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37d7,Plateaux,Agou,Agou 1,Gadja,Depotoir public de zozokondji 2,Depotoir Public De Zozokondji 2,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,{Decharge},"MULTIPOLYGON (((0.857709925638959 6.816728821698613, 0.8577127746448582 6.816603465439047, 0.8578253103778766 6.816573550877106, 0.8578936865194573 6.816637653509837, 0.8578281593837755 6.816686086610124, 0.857709925638959 6.816728821698613)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37d8,Plateaux,Agou,Agou 1,Gadja,Depotoir public de djamakodzi,Depotoir Public De Djamakodzi,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,{Decharge},"MULTIPOLYGON (((0.8146487659756831 6.826467463522417, 0.8146946683186072 6.8264307416480765, 0.8146763073814375 6.826394019773738, 0.814604699726476 6.82642890555436, 0.8146230606636456 6.826498677115605, 0.8146689630065697 6.826498677115605, 0.8146487659756831 6.826467463522417)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37d9,Plateaux,Agou,Agou 1,Gadja,Depotoir public de yovocome,Depotoir Public De Yovocome,Nsp,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7993983333333333 6.795403333333333, 0.7995780247175434 6.795415599766882, 0.7995780247175434 6.795415599766882, 0.7997123439245993 6.795411649201968, 0.7999233333333333 6.795365, 0.7997870388438206 6.795351279145823, 0.7996823488736152 6.795349303863365, 0.7995243262770788 6.79537103197039, 0.7993983333333333 6.795403333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37da,Plateaux,Haho,Haho 3,Kpédomé,Depotoire de djogbe,Depotoire De Djogbe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.1749116666666666 6.971663333333334, 1.1746833333333333 6.971768333333333, 1.174735 6.971838333333333, 1.174952892519804 6.971741025604252, 1.1749116666666666 6.971663333333334)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37db,Plateaux,Agou,Agou 1,Gadja,Dépotoir public de adinacope,Dépotoir Public De Adinacope,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.8514633333333333 6.782843333333333, 0.8512933333333332 6.783003333333333, 0.8512549594948304 6.782955092241412, 0.8512549594948304 6.782955092241412, 0.8514017881821748 6.782835793932945, 0.8514017881821748 6.782835793932945, 0.8514633333333333 6.782843333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37dc,Plateaux,Agou,Agou 1,Gadja,Depotoir public de kagome,Depotoir Public De Kagome,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7934395636322608 6.79135405810919, 0.7933118596172558 6.791209326892186, 0.7931969260037514 6.79104756847318, 0.7931139183939981 6.790939020060426, 0.7931969260037514 6.7908751680529225, 0.7931969260037514 6.7908751680529225, 0.7931969260037514 6.7908751680529225, 0.7932309804077526 6.790851755650173, 0.7933225016185061 6.790917736057924, 0.7933991240275091 6.7910305412711764, 0.7935055440400133 6.791198684890934, 0.7935289564427642 6.791251894897186, 0.7934395636322608 6.79135405810919)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37dd,Plateaux,Agou,Agou 1,Gadja,Dépotoir du marche de notsemonou,Dépotoir Du Marche De Notsemonou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7585855462536728 6.833991451302663, 0.7585276431751404 6.833903662764243, 0.7584958898740097 6.83392047333543, 0.7585183039689256 6.833965301525262, 0.7585556607937851 6.834019468921309, 0.7585855462536728 6.833991451302663)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37de,Plateaux,Agou,Agou 1,Assahoun-Fiagbé,Depotoir public de dzigbe,Depotoir Public De Dzigbe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Stockage},"MULTIPOLYGON (((0.7055666666666667 6.799328333333333, 0.7054996978505396 6.799377082870402, 0.705437049603195 6.799346838888925, 0.7054132864748921 6.799285270783776, 0.7054780950066275 6.799244225380344, 0.7055666666666667 6.799328333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37df,Plateaux,Agou,Agou 1,Assahoun-Fiagbé,Depotoir public d agbave,Depotoir Public D Agbave,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7587612053276405 6.750070145122936, 0.7586759304124272 6.749987002080604, 0.758616237971778 6.749981672398404, 0.7586141060988977 6.749967815224681, 0.7585810620692522 6.7499656833518, 0.7585469521031668 6.749985936144163, 0.7585181718192823 6.75002857360177, 0.7585650730226495 6.750061617631415, 0.75863329295482 6.750089331978858, 0.7586695347937857 6.750138365055107, 0.7587612053276405 6.750070145122936)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37e0,Plateaux,Agou,Agou 1,Agou-Tavié,Depotoir public atchagome,Depotoir Public Atchagome,Nsp,"{Dimanche,Samedi,Vendredi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.6773563862652344 6.832847243168665, 0.6772137218435967 6.832831508122159, 0.6772231628714992 6.832730803824534, 0.6773207201598249 6.832686745694323, 0.677374219317939 6.83275178388654, 0.6773563862652344 6.832847243168665)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37e1,Plateaux,Agou,Agou 1,Agou-Tavié,Dépotoir public de some,Dépotoir Public De Some,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.6769867101441112 6.835419964896291, 0.6770885287432912 6.83532998566911, 0.6770553785016975 6.83532288204591, 0.6770885287432911 6.835284996055518, 0.6772353369560626 6.835282628181118, 0.6772187618352656 6.8353394571667065, 0.6772092903376675 6.835356032287503, 0.6772400727048616 6.835438907891487, 0.6772661193232566 6.835431804268289, 0.6772448084536606 6.835462586635483, 0.6772566478256583 6.835488633253878, 0.6771927152168707 6.8355265192442705, 0.6771477256032795 6.835491001128277, 0.6770885287432912 6.835419964896291, 0.6770151246369054 6.835443643640287, 0.6769867101441112 6.835419964896291)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37e2,Plateaux,Agou,Agou 2,Amoussou-Kopé,Depotoir public de glekope,Depotoir Public De Glekope,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.8229034974983122 6.714983978662929, 0.8228850396266865 6.7150301233419905, 0.8229127264341246 6.715082036105938, 0.8228931149455225 6.715114337381282, 0.8229161872850543 6.715162789294299, 0.8229692536659772 6.715182400782901, 0.8230188591959702 6.715188168867783, 0.8230903834485185 6.715147792273602, 0.8230869225975886 6.715054349298499, 0.8230811545127058 6.715005897385483, 0.8229842506866725 6.714953984621538, 0.8229034974983122 6.714983978662929)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37e3,Plateaux,Agou,Agou 2,Amoussou-Kopé,Depotoir publuc d amoussoukope 2,Depotoir Publuc D Amoussoukope 2,Nsp,"{Dimanche,Vendredi,Jeudi,Samedi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.845701452129033 6.664496600202163, 0.8456751538580656 6.664563806894637, 0.8456751538580656 6.664563806894637, 0.8456751538580656 6.664563806894637, 0.8456946340587822 6.664651467797861, 0.8457248283698932 6.664704064339796, 0.8457657367913983 6.664716726470262, 0.8457900870422943 6.664730362610763, 0.8458309954637994 6.6647186744903335, 0.8458699558652328 6.664690428199294, 0.8459079422566302 6.664665103938362, 0.8459098902767019 6.664638805667395, 0.8458777479455193 6.664592053185674, 0.8458046971928316 6.664538482633703, 0.845701452129033 6.664496600202163)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37e4,Plateaux,Agou,Agou 2,Amoussou-Kopé,Depotoir publuc d amoussoukope 1,Depotoir Publuc D Amoussoukope 1,Nsp,"{Lundi,Mercredi,Jeudi,Vendredi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.8476016666666666 6.663475, 0.84758925090399 6.663577861792311, 0.8476671315971431 6.6636399406056945, 0.8477235668820369 6.663669286953839, 0.8477732299327434 6.663680574010819, 0.8478240216891476 6.663714435181755, 0.8479199616734668 6.663697504596287, 0.847971882135569 6.663665900836747, 0.84799784236662 6.663620752608832, 0.848005743306505 6.6635846340265, 0.8479910701324327 6.663511268156139, 0.8479752682526627 6.6634751495738085, 0.8478578828600837 6.6634390309914755, 0.8477269529991304 6.663422100406007, 0.8476016666666666 6.663475)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37e5,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Dépotoir public adzakpa dotada 1,Dépotoir Public Adzakpa Dotada 1,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},{autre},"MULTIPOLYGON (((0.8146316666666666 6.6396, 0.8145956359040407 6.639606388145493, 0.8145549858128729 6.639591606294158, 0.8145568335442898 6.639549108471574, 0.8146122654867912 6.639548184605865, 0.8146630781007512 6.6395629664572, 0.8146676974292929 6.6395999210855345, 0.814644600786584 6.639626713191076, 0.8146316666666666 6.6396)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37e6,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Depotoir public adzakpa dotada 2,Depotoir Public Adzakpa Dotada 2,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Dimanche,Samedi}",Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},{autre},"MULTIPOLYGON (((0.8149801439808338 6.639711406687452, 0.8150124792806266 6.639729884001619, 0.8150429668490025 6.6397104828217435, 0.8150263372662521 6.639688310044742, 0.8150069360863765 6.639697548701825, 0.8149801439808338 6.639711406687452)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37e7,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Depotoir public de gnatekpo,Depotoir Public De Gnatekpo,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},{autre},"MULTIPOLYGON (((0.8138452071526366 6.640507997818777, 0.8140255027430586 6.640449177980767, 0.8140306175115812 6.640389079450627, 0.8137275674766165 6.640254816776909, 0.8135153045829283 6.640358390839491, 0.8138452071526366 6.640507997818777)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37e8,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Depotoir de lankui,Depotoir De Lankui,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7929111221466892 6.610877288481233, 0.7929260636157637 6.610649431077846, 0.7929671526557186 6.61054297311069, 0.7930493307356282 6.610552311528862, 0.7931203027137322 6.610589665201547, 0.7932398344663283 6.610668107914188, 0.7931950100591048 6.6108212579722005, 0.7930997581937547 6.610860479328522, 0.7929111221466892 6.610877288481232, 0.7929111221466892 6.610877288481233)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37e9,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Depotoir public de vakpo,Depotoir Public De Vakpo,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7755739187550689 6.56546363170627, 0.775495132509492 6.565433329304124, 0.7754860417888485 6.565409087382408, 0.7754330125850948 6.565395451301443, 0.7754072555432715 6.565495449228521, 0.7753784682612338 6.565519691150238, 0.775470890587776 6.565581811074635, 0.7755739187550689 6.56546363170627)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37ea,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Dépotoir public de wodome 2,Dépotoir Public De Wodome 2,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7148259843568205 6.527029040321653, 0.714743732702221 6.526905662839753, 0.7147554829385924 6.526770535121482, 0.7148436097113776 6.52666478299414, 0.7148906106568631 6.526700033703254, 0.7148259843568205 6.527029040321653)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37eb,Plateaux,Kloto,Kloto 1,Yokélé,Depotoir public de yokele,Depotoir Public De Yokele,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,{Decharge},"MULTIPOLYGON (((0.6678207824192514 6.938137535135503, 0.6679397181963618 6.938135004587053, 0.6679346570994635 6.938217669169726, 0.6678840461304804 6.938269967171008, 0.6678224694515511 6.938249722783414, 0.6677802936440653 6.938214295105125, 0.667772701998718 6.938167058200741, 0.6678207824192514 6.938137535135503)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37ec,Plateaux,Agou,Agou 2,Agotimé-Nord,Depotoir publuc de nyidove,Depotoir Publuc De Nyidove,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Prive - Collectivite coutumiere,{Ferme},"{Stockage,Decharge,Transit}","MULTIPOLYGON (((0.711555 6.762173333333334, 0.7115744162033368 6.762051657739501, 0.7115744162033368 6.762051657739501, 0.7117015040797228 6.762068426278747, 0.7117297458300308 6.7621222621152715, 0.7117085645172998 6.762187571162859, 0.7116308997039528 6.762244054663475, 0.711555 6.762173333333334)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37ed,Plateaux,Agou,Agou 2,Agotimé-Nord,Depotoir public d agotime-adame,Depotoir Public D Agotime-adame,Nsp,"{Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.6725121744742113 6.773823932600607, 0.6726101692706004 6.7738943232289985, 0.6726067187496009 6.773945390939793, 0.6726833203157924 6.773881901353401, 0.6726702083359938 6.773805299787209, 0.6727060937543897 6.773752161763816, 0.6726336328133978 6.77370661488662, 0.6725446093716075 6.773743190409215, 0.6725121744742113 6.773823932600607)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37ee,Plateaux,Agou,Agou 2,Agotimé-Nord,Depotoir public d agotime nyitoe,Depotoir Public D Agotime Nyitoe,Nsp,"{Vendredi,Dimanche,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.6560695201909179 6.664391399012097, 0.6559862266923417 6.664475818098492, 0.6559997337461649 6.664580497765622, 0.6560661434274622 6.664640153920008, 0.6561426833991268 6.664660414500741, 0.656225976897703 6.66466041450074, 0.6562462374784376 6.664606386285447, 0.6562946377546373 6.664546730131062, 0.65628450746427 6.66447581809849, 0.6562574933566236 6.664342998735895, 0.6561483113382197 6.664341873148077, 0.6560695201909179 6.664391399012097)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37ef,Plateaux,Agou,Agou 2,Agotimé-Nord,Depotoir public d agotime zoukpe 1,Depotoir Public D Agotime Zoukpe 1,Nsp,"{Vendredi,Samedi,Dimanche,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.6527072287512797 6.6605162820290245, 0.6526284949999431 6.660462318446648, 0.6525541844930633 6.660490627211173, 0.6525391454619093 6.660549014038006, 0.652542684057475 6.660599439024818, 0.652542684057475 6.660599439024818, 0.6525807239598063 6.6606569412027605, 0.6526789199867545 6.660641017522715, 0.6527275756757829 6.660602092971493, 0.6527072287512797 6.6605162820290245)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37f0,Plateaux,Agou,Agou 2,Agotimé-Nord,Depotoir publuc d agotime zoukpe 2,Depotoir Publuc D Agotime Zoukpe 2,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.6511583333333333 6.657131666666667, 0.6509883333333334 6.657228333333334, 0.6509634106311333 6.657221275398995, 0.6509543590929119 6.657197866248422, 0.6509609136550724 6.6571722722437965, 0.6510077319562179 6.657139187310987, 0.6510514290372871 6.657122956966589, 0.6510920048982799 6.657113281184352, 0.6511216564890054 6.657107350866206, 0.6511583333333333 6.657131666666667)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37f1,Plateaux,Haho,Haho 2,Djemegni,Depotoire de houagahoue,Depotoire De Houagahoue,Nsp,Nsp,Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.334095 6.984871666666667, 1.3340593671140692 6.984915531943717, 1.334028593258038 6.984900954854018, 1.3340383113178373 6.984865321968087, 1.3340480293776367 6.984852364555022, 1.334095 6.984871666666667)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37f2,Plateaux,Haho,Haho 2,Djemegni,Depotoire medowohoue,Depotoire Medowohoue,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.345505 6.997368333333332, 1.3452747531947975 6.997327187413912, 1.3453056818701232 6.997272203102222, 1.3455118730389612 6.997301413517807, 1.345505 6.997368333333332)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37f3,Plateaux,Haho,Haho 2,Djemegni,Depotoir de dotave,Depotoir De Dotave,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Abandonne},{Decharge},"MULTIPOLYGON (((1.308005 6.902853333333333, 1.3079593880620275 6.902782054418138, 1.3080412556430039 6.90263469277238, 1.3081535311826287 6.902812462376786, 1.308031899348035 6.902906025326472, 1.308005 6.902853333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37f4,Plateaux,Haho,Haho 2,Djemegni,Depotoire doudjihoue 2,Depotoire Doudjihoue 2,Nsp,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",Prive - individuel,Nsp,Nsp,"MULTIPOLYGON (((1.3475 6.999385000000001, 1.3474766666666667 6.999413333333333, 1.347455 6.999423333333334, 1.3474466666666667 6.999436666666666, 1.3474499999999998 6.999461666666667, 1.3474466666666667 6.999481666666666, 1.3474633333333335 6.999476666666667, 1.3475516666666667 6.9994749999999994, 1.3475916666666667 6.999483333333334, 1.34761 6.999486666666667, 1.3476383333333333 6.999483333333334, 1.3476716666666666 6.999495, 1.3477166666666667 6.999496666666666, 1.3477466666666666 6.999489999999999, 1.3477666666666668 6.9994749999999994, 1.3477783333333333 6.999295000000001, 1.3477700000000001 6.9992833333333335, 1.3477533333333334 6.999291666666666, 1.3477533333333334 6.999291666666666, 1.3477383333333333 6.999280000000001, 1.3477183333333334 6.999255, 1.3477066666666666 6.9992366666666666, 1.3476866666666667 6.9992399999999995, 1.3476216666666665 6.999316666666665, 1.3475 6.999385000000001)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37f5,Plateaux,Haho,Haho 2,Djemegni,Depotoire doudjihoue 3,Depotoire Doudjihoue 3,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.3469466666666667 7.000845, 1.3469566666666668 7.000848333333333, 1.3469666666666666 7.000861666666666, 1.34697 7.000888333333334, 1.3469683333333333 7.000915, 1.3469633333333335 7.000945, 1.34696 7.0009749999999995, 1.3469616666666666 7.00099, 1.346965 7.001023333333334, 1.3469683333333333 7.001053333333334, 1.3469716666666667 7.001081666666666, 1.3469766666666667 7.001106666666668, 1.3469766666666667 7.001133333333333, 1.3469783333333334 7.001145, 1.3469783333333334 7.001171666666666, 1.3469883333333332 7.001218333333332, 1.346985 7.001243333333334, 1.3469933333333333 7.001276666666667, 1.3469966666666666 7.001303333333334, 1.3469983333333335 7.001326666666667, 1.346995 7.001369999999999, 1.3469683333333333 7.0013950000000005, 1.3469266666666666 7.001363333333334, 1.3469350000000002 7.0013, 1.3469333333333333 7.001243333333334, 1.3469266666666666 7.001194999999999, 1.3469183333333334 7.0011383333333335, 1.3469166666666665 7.00111, 1.346875 7.001068333333334, 1.3468016666666667 7.001011666666667, 1.3468666666666667 7.000948333333334, 1.3469466666666667 7.000845)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37f6,Plateaux,Haho,Haho 2,Djemegni,Depotoire gaglosohoue 2,Depotoire Gaglosohoue 2,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.3453533333333332 6.999023333333334, 1.3453265320775847 6.999150759290689, 1.3452237939305485 6.99910162365515, 1.3451746582950095 6.999110557407066, 1.345138923287345 6.999130658348877, 1.3450607529580785 6.999092689903232, 1.345054052644141 6.999016753011946, 1.3450719201479737 6.998958683624491, 1.3450942545277642 6.998907314550972, 1.3451255226594707 6.998860412353412, 1.345190292360863 6.99877107483425, 1.3453533333333332 6.999023333333334)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37f7,Plateaux,Haho,Haho 2,Djemegni,Depotoire togbanhoue,Depotoire Togbanhoue,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Prive - individuel,Nsp,Nsp,"MULTIPOLYGON (((1.347635 6.996726666666666, 1.3476332817402596 6.996804080669327, 1.347605789584415 6.996841882383614, 1.3475765791688297 6.996828136305692, 1.3475164400779185 6.9968539102017955, 1.3474872296623335 6.996840164123874, 1.34747004706493 6.9968384458641335, 1.3474511462077863 6.996776588513482, 1.3474356818701236 6.996699266825168, 1.3475731426493491 6.996623663396593, 1.347635 6.996726666666666)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37f8,Plateaux,Haho,Haho 2,Djemegni,Depotoire routier togbanhoue,Depotoire Routier Togbanhoue,Nsp,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.347127626718612 6.997601846478854, 1.3470795154458832 6.997596691699633, 1.3470760789264025 6.997651676011324, 1.3472152579653685 6.997675731647689, 1.3472410318614731 6.997668858608728, 1.3472410318614731 6.997613874297038, 1.347127626718612 6.997601846478854)))"
