FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,terrain,activite_statut,activite_categorie,geometry
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3839,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Dépotoir public d adeta,Dépotoir Public d Adeta,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{En construction},{Recyclage},"MULTIPOLYGON (((0.721016325565136 7.121472269577363, 0.721016325565136 7.121472269577363, 0.721016325565136 7.121472269577363, 0.721016325565136 7.121472269577363, 0.721016325565136 7.121472269577363, 0.721016325565136 7.121472269577363, 0.721016325565136 7.121472269577363, 0.721016325565136 7.121472269577363, 0.721016325565136 7.121472269577363, 0.7213550000000001 7.122125, 0.721325 7.1221499999999995, 0.7213333333333334 7.122205, 0.72133 7.12224, 0.7213366666666666 7.1222916666666665, 0.7214333333333334 7.1222866666666675, 0.72148 7.122281666666667, 0.7215333333333334 7.122268333333333, 0.7215833333333334 7.122238333333333, 0.7216366666666667 7.122171666666666, 0.7216833333333333 7.122138333333334, 0.7217016666666667 7.122113333333334, 0.72174 7.12207, 0.7217800000000001 7.122025, 0.7218133333333333 7.122013333333332, 0.7218 7.121944999999999, 0.7217749999999999 7.121895, 0.7217533333333334 7.12185, 0.721675 7.12176, 0.7216433333333333 7.121700000000001, 0.7216199999999999 7.121651666666666, 0.7215916666666666 7.12161, 0.721575 7.121571666666667, 0.7215533333333333 7.121531666666668, 0.7215216666666666 7.121488333333334, 0.7213883333333333 7.121403333333334, 0.7212933333333333 7.121356666666666, 0.721016325565136 7.121472269577363)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_383a,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Dépotoir public marché d adeta,Dépotoir Public Marché d Adeta,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7376163981853536 7.13382801053567, 0.7375903370800032 7.13362510621544, 0.7377578727572559 7.13360276812514, 0.7377820723550813 7.1338056724453685, 0.7377820723550813 7.1338056724453685, 0.7377820723550813 7.1338056724453685, 0.7377820723550813 7.1338056724453685, 0.7376163981853536 7.13382801053567)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_383b,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Nsp,Nsp,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,{autre},{Stockage},"MULTIPOLYGON (((0.7269783333333333 7.118176666666667, 0.7269933333333333 7.118198333333334, 0.7267466666666667 7.118466666666666, 0.7267083333333333 7.118368333333333, 0.7269783333333333 7.118176666666667)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_383c,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Ancien marche,Ancien Marche,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Decharge},"MULTIPOLYGON (((0.73739 7.129408333333333, 0.73729 7.129401666666666, 0.737145 7.129386666666666, 0.7369450000000001 7.129388333333333, 0.7367516666666667 7.129396666666666, 0.7367383333333334 7.129481666666667, 0.73672 7.129515, 0.7367233333333334 7.129591666666666, 0.7367233333333334 7.129591666666666, 0.7367233333333334 7.129591666666666, 0.7367233333333334 7.129591666666666, 0.7367233333333334 7.129591666666666, 0.736935 7.1296550000000005, 0.736935 7.1296550000000005, 0.73696 7.129541666666667, 0.7370616666666667 7.129475, 0.7370616666666667 7.129475, 0.7370616666666667 7.129475, 0.7371616666666667 7.129486666666666, 0.7376966666666667 7.129561666666666, 0.7376966666666667 7.129561666666666, 0.7376966666666667 7.129561666666666, 0.7377045379071554 7.129517393770849, 0.73739 7.129408333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_383d,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Akorome,Akorome,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Decharge},"MULTIPOLYGON (((0.731945 7.127764999999999, 0.7320150000000001 7.127764999999999, 0.732085 7.127738333333334, 0.73216 7.127755, 0.73221 7.127755, 0.7322316666666667 7.127741666666666, 0.732205 7.127554999999999, 0.732 7.127578333333334, 0.7320066666666667 7.127466666666667, 0.7319366666666667 7.127484999999999, 0.7319233333333333 7.127539999999999, 0.7318983333333333 7.127538333333333, 0.731925 7.127629999999999, 0.7319033333333334 7.127636666666666, 0.7318833333333333 7.12774, 0.731945 7.127764999999999)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_383e,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Dépotoir public de tutu,Dépotoir Public De Tutu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},{Decharge},"MULTIPOLYGON (((0.7349735221164164 7.104960794054361, 0.7349125301636266 7.105190022143596, 0.734864244867668 7.105149360841736, 0.7348637366013947 7.105107683007329, 0.7348388315540055 7.105079728362301, 0.7348230752995348 7.10504669105454, 0.7349628485246782 7.104945546066164, 0.7349735221164164 7.104960794054361)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_383f,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Nsp,Nsp,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",autre,Nsp,Nsp,"MULTIPOLYGON (((0.7209166666666668 7.104263333333334, 0.7209666666666668 7.104371666666666, 0.7206816666666668 7.104443333333334, 0.7205516666666667 7.104456666666666, 0.7205066666666667 7.104398333333334, 0.7206383333333334 7.104285000000001, 0.72083 7.104191666666666, 0.7209166666666668 7.104263333333334)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3840,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Nsp,Néant,Kowupe,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",autre,{autre},{Decharge},"MULTIPOLYGON (((0.7178982327161632 7.126028794473467, 0.717879126188256 7.12600968794556, 0.7178272656125076 7.126082019801209, 0.7178081590846003 7.126121597609019, 0.7178354541244679 7.126165269672806, 0.717907785980117 7.126155716408853, 0.7179419047799513 7.126110679593071, 0.7179500932919116 7.126075196041244, 0.7180142366356004 7.126065642777289, 0.7180087776276269 7.126032888729448, 0.7178982327161632 7.126028794473467)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3841,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Dépotoir public korome,Dépotoir Public Korome,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.73555 7.125251666666666, 0.7355433333333333 7.12509, 0.73554 7.125101666666666, 0.73551 7.125113333333333, 0.7354866666666666 7.125133333333334, 0.7354933333333334 7.125178333333334, 0.7355116666666667 7.125238333333334, 0.73555 7.125251666666666)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3842,Plateaux,Haho,Haho 1,Notsé,Depotoire de notse alinou,Depotoire De Notse Alinou,Nsp,"{Vendredi,Mercredi,Lundi,Mardi,Jeudi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Decharge},"MULTIPOLYGON (((1.1705129464826334 6.942246278087369, 1.1702651513504356 6.941783008927171, 1.169855750697239 6.942122380521267, 1.170098158978737 6.942499460070267, 1.1705129464826334 6.942246278087369)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3843,Plateaux,Haho,Haho 1,Notsé,Depotoire de notse alinou 4,Depotoire De Notse Alinou 4,Nsp,"{Samedi,Vendredi,Dimanche,Jeudi,Mercredi,Mardi,Lundi}",Prive - individuel,{Ferme},{Decharge},"MULTIPOLYGON (((1.1444650871772983 6.929613212340869, 1.143737862332804 6.929370804059371, 1.1435385488569059 6.929974131337766, 1.144341189611199 6.930189605365764, 1.1444650871772983 6.929613212340869)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3844,Plateaux,Haho,Haho 1,Notsé,Kalys-clean,Kalys-clean,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Prive - individuel,{Inacheve},{Decharge},"MULTIPOLYGON (((1.145026734666509 6.92980541802835, 1.1449068063495011 6.9298575011831645, 1.1449307920129026 6.930030883264325, 1.1451007475707187 6.9299232904313515, 1.145026734666509 6.92980541802835)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3845,Plateaux,Haho,Haho 1,Notsé,Lonlongnon et fils,Lonlongnon Et Fils,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Prive - individuel,{Inacheve},{Decharge},"MULTIPOLYGON (((1.1444330032791357 6.929448269230369, 1.1446157200209484 6.9291697735513145, 1.1442591276699918 6.928732137484231, 1.1439202175843717 6.9292169262588805, 1.1444330032791357 6.929448269230369)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3846,Plateaux,Haho,Haho 1,Notsé,Depotoir de ekli,Depotoir De Ekli,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Prive - individuel,{Abandonne},{Decharge},"MULTIPOLYGON (((1.175608666910063 6.947547030865195, 1.1755908883209631 6.947619923080505, 1.1754587341419869 6.947588514239761, 1.1754966617987332 6.947526881797546, 1.1756092595296996 6.947548808724104, 1.175608666910063 6.947547030865195)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3847,Plateaux,Haho,Haho 1,Dalia,Depotoire de la moto 2,Depotoire De La Moto 2,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Decharge},"MULTIPOLYGON (((1.2639466666666666 6.885873333333333, 1.2640107672843721 6.885489579075572, 1.2642735798169649 6.885412658334325, 1.2642479395698827 6.885752391608165, 1.2639466666666666 6.885873333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3848,Plateaux,Haho,Haho 1,Dalia,Depotoire d'agoto marché,Depotoire D'agoto Marché,Nsp,"{Dimanche,Samedi,Jeudi,Vendredi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Decharge},"MULTIPOLYGON (((1.3445132037657272 6.835693410436802, 1.34431449185084 6.835834431795754, 1.3445132037657272 6.836116474513659, 1.3450580590162244 6.835860072042835, 1.3447888364218612 6.835578029324933, 1.3445132037657272 6.835693410436802)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3849,Plateaux,Haho,Haho 1,Dalia,Depotoire de gadjame,Depotoire De Gadjame,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Decharge},"MULTIPOLYGON (((1.2815400176504996 6.88116548200931, 1.281217791583858 6.8813217128295, 1.2810908540424537 6.881106895451739, 1.281369140190917 6.881023897828513, 1.2815400176504996 6.88116548200931)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_384a,Plateaux,Haho,Haho 1,Dalia,Depotoire agbeve marché,Depotoire Agbeve Marché,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Decharge},"MULTIPOLYGON (((1.2525757155250963 6.827082407251929, 1.252408137853839 6.826996574786163, 1.2523672652510933 6.826808560813533, 1.2525144066209781 6.826673681224473, 1.2526002390867437 6.8268371716354554, 1.2525757155250963 6.827082407251929)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_384b,Plateaux,Haho,Haho 1,Dalia,Depotoire de dalia begbe,Depotoire De Dalia Begbe,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Decharge},"MULTIPOLYGON (((1.2177657997289395 6.834666670878139, 1.2180398609099765 6.834341712620623, 1.218337413049388 6.83457270704464, 1.217985048673769 6.834764549871366, 1.2177657997289395 6.834666670878139)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_384c,Plateaux,Haho,Haho 1,Dalia,Depotoire de amakpape,Depotoire De Amakpape,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Decharge},"MULTIPOLYGON (((1.1779666666666666 6.778026666666666, 1.1777566370482475 6.777981911899987, 1.1778266469210539 6.777767764053755, 1.1780325583116609 6.777821301015314, 1.1779666666666666 6.778026666666666)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_384d,Plateaux,Haho,Haho 1,Dalia,Dépotoir de lacoto,Dépotoir De Lacoto,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Abandonne},{Decharge},"MULTIPOLYGON (((1.2632017792091452 6.886876214795973, 1.2632083558418286 6.887057072194774, 1.263561849848576 6.887073513776483, 1.2635503407413795 6.886894300535852, 1.2632017792091452 6.886876214795973)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_384e,Plateaux,Haho,Haho 1,Dalia,Depotoir de avedze,Depotoir De Avedze,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Abandonne},{Decharge},"MULTIPOLYGON (((1.2742791343449136 6.878294754935725, 1.2743959494431907 6.878396285815536, 1.2745695344957708 6.878231434602079, 1.2745225901104815 6.878118986423364, 1.2742791343449136 6.878294754935725)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_384f,Plateaux,Haho,Haho 1,Dalia,Depotoir de agbeve,Depotoir De Agbeve,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi,Samedi,Dimanche}",Nsp,{Abandonne},{Decharge},"MULTIPOLYGON (((1.251435 6.829270000000001, 1.2517323216104348 6.829474846604004, 1.2514803316586334 6.829884330275681, 1.2512178421255067 6.8296323403238794, 1.251435 6.829270000000001)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3850,Plateaux,Haho,Haho 1,Dalia,Depotoir de lalikpe,Depotoir De Lalikpe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.272171619713417 6.796115227879646, 1.2719626766826406 6.795945157970875, 1.2717650716457822 6.7962286078188265, 1.2719432401216382 6.79641325514835, 1.272171619713417 6.796115227879646)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3851,Plateaux,Haho,Haho 1,Dalia,Depotoir de dalia avouko,Depotoir De Dalia Avouko,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Abandonne},{Decharge},"MULTIPOLYGON (((1.2168678634934174 6.811243351379111, 1.2167201224190465 6.811248004641297, 1.2167212857345926 6.8110106882698656, 1.2168480871291312 6.8110223214253285, 1.2168678634934174 6.811243351379111)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3852,Plateaux,Haho,Haho 1,Dalia,Depotoir de amakpape,Depotoir De Amakpape,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Abandonne},{Decharge},"MULTIPOLYGON (((1.1792147903650938 6.7817479703890395, 1.1791116609217942 6.781718802465682, 1.1790991603832128 6.781968813237317, 1.179223124057482 6.7819802720643505, 1.1792147903650938 6.7817479703890395)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3853,Plateaux,Haho,Haho 1,Dalia,Depotoir de amakpape3,Depotoir De Amakpape3,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Abandonne},{Decharge},"MULTIPOLYGON (((1.175427608680139 6.781018566512414, 1.1754099879046067 6.78114831949588, 1.1755621673296588 6.781311712141725, 1.1756262428770494 6.781060215618218, 1.175427608680139 6.781018566512414)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3854,Plateaux,Haho,Haho 1,Atchavé,Depotoire d'atchave,Depotoire D'atchave,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Decharge},"MULTIPOLYGON (((1.2129507699791362 6.860369598916635, 1.2124419054903046 6.860530566254939, 1.2125561403755525 6.860836923447194, 1.2132623196661758 6.860556528728859, 1.2129507699791362 6.860369598916635)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3855,Plateaux,Haho,Haho 1,Atchavé,Depotoire atchave 2,Depotoire Atchave 2,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Decharge},"MULTIPOLYGON (((1.2166571223070077 6.8633530077651255, 1.2163351876304 6.862828565791943, 1.2159820979850884 6.863093383025926, 1.216366342599104 6.863565900051269, 1.2166571223070077 6.8633530077651255)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3856,Plateaux,Haho,Haho 1,Atchavé,Depotoire d'attitsohoe,Depotoire D'attitsohoe,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Decharge},"MULTIPOLYGON (((1.2272816666666666 6.895371666666667, 1.2267746588573654 6.895254070393417, 1.226686163680449 6.895677583025802, 1.2270085389677867 6.89565229868954, 1.2272816666666666 6.895371666666667)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3857,Plateaux,Haho,Haho 1,Atchavé,Depotoir de atchave 3,Depotoir De Atchave 3,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Decharge},"MULTIPOLYGON (((1.215108795212122 6.857070339374071, 1.2152589510787681 6.85707282128922, 1.2152614329939193 6.85666951007715, 1.2151336143636338 6.856647172840789, 1.215108795212122 6.857070339374071)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3858,Plateaux,Haho,Haho 1,Atchavé,Depotoir de djekloe,Depotoir De Djekloe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Decharge},"MULTIPOLYGON (((1.23414 6.891323333333334, 1.2342407840873693 6.891246175867576, 1.2344470866258088 6.891317632612735, 1.2342949529103113 6.891661086000751, 1.2339826177822824 6.891546985714126, 1.23414 6.891323333333334)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3859,Plateaux,Haho,Haho 1,Atchavé,Depotoire de kloegneme,Depotoire De Kloegneme,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Prive - individuel,{Ferme},{Decharge},"MULTIPOLYGON (((1.2474650165302221 6.890140831599479, 1.247858536597033 6.89013630838032, 1.2477635489946992 6.890371515776574, 1.247270518106396 6.890403178310686, 1.2474650165302221 6.890140831599479)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_385a,Plateaux,Haho,Haho 1,Atchavé,Depotoir de kloegname,Depotoir De Kloegname,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Abandonne},{Decharge},"MULTIPOLYGON (((1.2494671969039433 6.890478147632647, 1.2492279969619131 6.890572715051589, 1.2493114388021562 6.890999659134167, 1.2496340805844293 6.890884231255163, 1.2494671969039433 6.890478147632647)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_385b,Plateaux,Haho,Haho 4,Wahala,Depotoir de pato,Depotoir De Pato,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,Nsp,Nsp,"MULTIPOLYGON (((1.1573099999999998 7.1749616666666665, 1.1570666666666667 7.174951666666668, 1.1570666666666667 7.174951666666668, 1.1567766666666666 7.174913333333334, 1.1568066666666668 7.17458, 1.157285 7.174363333333334, 1.1573066666666667 7.174705, 1.1573099999999998 7.1749616666666665)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_385c,Plateaux,Haho,Haho 4,Wahala,Depotoire de zongo chateau,Depotoire De Zongo Chateau,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,Nsp,Nsp,"MULTIPOLYGON (((1.1604916666666665 7.176886666666666, 1.1604966666666667 7.176896666666666, 1.160495 7.176946666666667, 1.1604933333333332 7.1769750000000005, 1.1605166666666666 7.177009999999999, 1.160525 7.177028333333334, 1.1605400000000001 7.177045000000001, 1.16056 7.177046666666667, 1.1605816666666666 7.177043333333334, 1.1605983333333334 7.177051666666667, 1.1606100000000001 7.177071666666666, 1.1606116666666668 7.177101666666666, 1.1606133333333333 7.177113333333334, 1.160585 7.1771666666666665, 1.1605783333333333 7.1771866666666675, 1.1605750000000001 7.177216666666667, 1.1605766666666668 7.17725, 1.1605816666666666 7.177265, 1.16063 7.177298333333332, 1.16065 7.17731, 1.1606783333333333 7.177321666666668, 1.1606983333333334 7.17733, 1.1607333333333334 7.177338333333334, 1.1607533333333333 7.177331666666666, 1.1607816666666668 7.177305, 1.1608016666666667 7.177296666666666, 1.1608233333333333 7.177228333333333, 1.160815 7.177196666666666, 1.1608183333333333 7.177143333333333, 1.1608349999999998 7.177096666666667, 1.1608483333333333 7.17707, 1.1608433333333332 7.177054999999999, 1.1608383333333334 7.177038333333333, 1.1608450000000001 7.177009999999999, 1.1608216666666666 7.1769783333333335, 1.1608316666666667 7.176961666666667, 1.160865 7.176956666666666, 1.1609016666666667 7.17688, 1.160965 7.176841666666666, 1.1609733333333334 7.176843333333333, 1.1609716666666667 7.176846666666667, 1.1609733333333334 7.176848333333334, 1.1609866666666666 7.17685, 1.161005 7.176861666666667, 1.161045 7.176846666666667, 1.1610733333333334 7.176828333333333, 1.1610699999999998 7.176803333333334, 1.1610666666666667 7.176795, 1.1610483333333332 7.176795, 1.161035 7.176778333333334, 1.1610266666666669 7.176753333333333, 1.1610233333333333 7.176725000000001, 1.1610033333333334 7.176705, 1.16096 7.176691666666667, 1.1609283333333333 7.176701666666665, 1.1608999999999998 7.176716666666666, 1.1608816666666666 7.17673, 1.1608516666666666 7.1767416666666675, 1.1608016666666667 7.17676, 1.1607483333333335 7.176778333333334, 1.16069 7.176803333333334, 1.16063 7.176813333333333, 1.1605999999999999 7.17682, 1.1605683333333334 7.176835, 1.1605516666666666 7.176841666666666, 1.1605083333333333 7.176856666666667, 1.1604916666666665 7.176886666666666)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_385d,Plateaux,Haho,Haho 4,Wahala,Depotoire de lahe,Depotoire De Lahe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Prive - individuel,Nsp,Nsp,"MULTIPOLYGON (((1.1536966666666668 7.177984999999999, 1.1537683333333333 7.177818333333333, 1.15356 7.177674999999999, 1.1535783333333332 7.177738333333334, 1.1535883333333334 7.17777, 1.1535866666666665 7.177809999999999, 1.1535983333333335 7.177854999999999, 1.1536133333333334 7.177896666666667, 1.153625 7.177926666666667, 1.1536366666666666 7.177961666666666, 1.15366 7.177993333333334, 1.1536966666666668 7.177984999999999)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_385e,Plateaux,Haho,Haho 4,Wahala,Depotoire de lomnava,Depotoire De Lomnava,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Prive - individuel,Nsp,Nsp,"MULTIPOLYGON (((1.1591383333333334 7.174913333333334, 1.1591166666666666 7.174963333333333, 1.1591166666666666 7.175003333333333, 1.1591274136550915 7.175081241443237, 1.15918870582696 7.175144803695544, 1.1593816626643232 7.1752174462696106, 1.159365772101246 7.175067620960599, 1.1593430712968504 7.175019949271368, 1.159272698803224 7.174931416134225, 1.1591383333333334 7.174913333333334)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_385f,Plateaux,Haho,Haho 4,Wahala,Depotoir de mission évangélique,Depotoir De Mission Évangélique,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Prive - individuel,Nsp,Nsp,"MULTIPOLYGON (((1.1672616666666666 7.174829999999999, 1.1672516666666666 7.174986666666666, 1.1671616666666669 7.1750533333333335, 1.1672633333333333 7.175163333333334, 1.16724 7.175436666666667, 1.167545 7.175378333333333, 1.1675216666666666 7.174751666666666, 1.1672616666666666 7.174829999999999)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3860,Plateaux,Haho,Haho 4,Wahala,Depotoir de agadjame,Depotoir De Agadjame,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{autre},{Decharge},"MULTIPOLYGON (((1.16509 7.172568333333333, 1.1646533333333333 7.17134, 1.164415 7.171411666666668, 1.1647816666666666 7.172658333333334, 1.1649883333333333 7.172603333333332, 1.164995 7.172605000000001, 1.16509 7.172568333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3861,Plateaux,Haho,Haho 4,Wahala,Depotoir de lomnava,Depotoir De Lomnava,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,Nsp,Nsp,"MULTIPOLYGON (((1.160455 7.173238333333334, 1.1607816666666668 7.173258333333333, 1.1608416666666665 7.172671666666668, 1.1604333333333334 7.172703333333334, 1.160425 7.173071666666668, 1.160455 7.173238333333334)))"
